episode,transition_count,value_mean,gae_return_target_mean,value_target_mae,value_target_correlation,explained_variance
277,200,39.66892095565796,302.5814295005798,262.9125085449219,-0.3124334653864013,-1.8416747589178328e-06
278,200,39.80111446380615,257.7163761329651,218.41056329727172,-0.41749855617486337,-2.3637264916498424e-06
279,200,39.9333362197876,279.8269411468506,239.92691535949706,-0.2659239437582164,-1.3416566380097805e-06
280,200,40.06553436279297,271.76503618240355,231.6995018196106,-0.42036264647675725,-2.4191837459941468e-06
281,200,40.19773057937622,274.44351263046264,234.24578205108642,-0.2580215634162236,-1.4972401674029356e-06
282,200,40.32996936798096,295.5807448387146,255.25077547073363,-0.23704743410920126,-1.0193602215657904e-06
283,200,40.46215877532959,271.8824969482422,231.98461086273193,-0.23246108067983243,-1.1486244582137317e-06
284,200,40.594351081848146,274.0836201667786,233.4892690849304,-0.27276423571624314,-1.6218570499937357e-06
285,200,40.726573371887206,299.95651472091674,259.2651461982727,-0.30424832422695425,-1.5185945492213193e-06
286,200,40.85875450134277,291.0101215553284,250.1513670539856,-0.1824196998656221,-1.009646721783497e-06
287,200,40.99095129013062,273.8206022453308,233.41393314361574,-0.35582585747202605,-1.6350911169471516e-06
288,200,41.12314374923706,238.17874638557433,197.90813416481018,-0.3056207024003419,-1.3243576681976066e-06
289,200,41.25532781600952,269.53737983703616,229.31077291488648,-0.3837484658591756,-1.730236389052564e-06
290,200,41.38751384735107,257.87487387657166,217.2059935092926,-0.239062227948436,-1.0705536452881859e-06
291,200,41.519700832366944,289.2997149467468,247.7800141143799,-0.23666814278802123,-1.20017234239711e-06
292,200,41.65188035964966,290.79620126724245,249.14432090759277,-0.2454085527001526,-1.2810439045107813e-06
293,200,41.78407415390015,260.5148509979248,219.50967092514037,-0.3527498840546952,-1.552293352524714e-06
294,200,41.916261444091795,289.37046407699586,247.45420263290404,-0.21876285900427753,-1.1946674380869382e-06
295,200,42.04843156814575,278.34662128448485,236.7995551109314,-0.334831236440858,-1.505603901774677e-06
296,200,42.180630378723144,294.2238202857971,252.04318990707398,-0.23438780755660543,-1.1300110227541182e-06
297,200,42.312798042297366,296.22043018341066,254.01004333496093,-0.249353246667636,-1.342607952592445e-06
298,200,42.444953727722165,275.1373661994934,232.72340814590453,-0.32939035358593843,-1.6798963582420612e-06
299,200,42.57714582443237,295.46765016555787,252.89050434112548,-0.35674384416704114,-1.4062218822719075e-06
300,200,42.709310379028324,239.97622243881224,197.91749086380005,-0.43255255296606654,-1.7962935878745867e-06
