dataset_index,neighbor_index,episode,neighbor_episode,task_id,neighbor_task_id,s0_distance,pair_reliability_distance,effective_mask_hamming,safe_mask_hamming,policy_probability_tv,flight_standardized_distance,inflight_workload_standardized_distance,backlog_observation_distance,return_gap,mask_alias,flight_alias,close_s0_neighbor,flight_queue_change_gap,next_task_backlog_gap,realized_latency_gap
13031,19031,66,96,32,32,0.041864149203235494,0.03057563482586124,10,10,0.29553166,0.0,0.0,0.04186415,6.3667624623701045,True,False,False,0.9985370116041636,1.5689534401891478,0.61675153159036
13032,575,66,3,33,176,0.24225783505685478,0.012869071619688218,0,0,0.014397992,12.728945834179761,6.20551023342625,0.21716312,103.22499090452237,False,True,False,0.9239829869160685,0.7198898071675139,0.3610261014060683
13033,19033,66,96,34,34,0.09465788657011531,0.0060491193001089415,12,12,0.38675934,0.0,0.0,0.09465789,38.91479017167188,True,False,False,0.6730337985506822,0.46177857677074075,7.105427357601002e-15
13034,3234,66,17,35,35,0.025267409160733223,0.004651758536253881,0,0,0.0022462714,0.0,0.0,0.02526741,116.55188214788797,False,False,False,2.115576224350534,2.219265827317958,0.0
13035,12532,66,63,36,133,0.040494795185323625,0.004728957362167732,0,0,0.0018787407,14.61378744241013,11.776084076390303,0.028817823,37.42521232386042,False,True,False,5.265866925424608,5.006463975773972,0.3288741092562759
13036,27236,66,137,37,37,0.0,0.0004689256140589488,0,0,0.0,8.646300027618208,3.716446698734447,0.0,83.99141936542122,False,True,True,0.0,0.0,0.01940273921675839
13037,37,66,1,38,38,0.0,0.003094020438306701,0,0,0.0,0.0,0.0,0.0,119.63001479030288,False,False,True,0.4857724236654548,0.4857724236654548,0.0
13038,1838,66,10,39,39,0.012085046511434086,0.0031104552826809787,4,4,0.43235874,0.0,0.0,0.012085047,64.83455380063003,True,False,False,0.09452545346798047,0.0,0.047262726733990235
13039,13439,66,68,40,40,0.0,0.037020619772990246,0,0,0.0,0.0,0.0,0.0,104.93410469544904,False,False,True,0.0,0.0,0.08128554080835215
13040,23840,66,120,41,41,0.0,0.0007629615864597176,0,0,0.0,13.84923011114454,8.409346902648133,0.0,154.3098117153425,False,True,True,3.799509593687519,3.799509593687519,0.3769091894596386
13041,11841,66,60,42,42,0.07333892218696693,0.00851734785400098,1,1,0.009901326,0.0,0.0,0.073338926,49.84697935741383,True,False,False,0.891838578761317,0.18053280464677668,0.858262831317731
13042,12442,66,63,43,43,0.0,0.0045947212742834835,0,0,0.0,0.0,0.0,0.0,146.49139609491115,False,False,True,1.0209757218355195,1.0209757218355195,0.0
13043,54443,66,273,44,44,0.0,0.023124849049796354,2,2,0.022756577,0.0,0.0,0.0,250.30954672588751,True,False,True,0.4916955004822823,0.4916955004822823,0.24887579075414124
13044,43444,66,218,45,45,0.08665684336894904,0.0004017203427133406,0,0,0.0060727564,0.0,0.0,0.086656846,78.19804221579176,False,False,False,1.9657919203160361,2.9590055642574384,0.12725804910327554
13045,20519,66,103,46,120,0.2175205463801106,0.025568624012811084,2,2,0.5623645,20.006640028095372,7.971012728931718,0.117261015,109.73815179771154,True,True,False,5.526871535557087,5.845491680082777,0.18736964436216397
13046,35221,66,177,47,22,0.2135412279001462,0.045067323718352884,0,0,0.01518706,11.157033439939333,6.889211342592446,0.19191618,167.00950279249793,False,True,False,7.211207557508862,4.910422193400952,0.29552813425804914
13047,20450,66,103,48,51,0.1975727042130937,0.008130246520557157,6,6,0.12199408,14.306151846942798,10.53717300434876,0.18102984,330.3365647490947,True,True,False,6.705283576787033,5.051763358978105,0.3683330748586968
13048,56848,66,285,49,49,0.0,0.02173991157441655,0,0,0.0,0.0,0.0,0.0,206.07392588191198,False,False,True,3.452493161558274,3.452493161558274,0.0
13049,49249,66,247,50,50,0.0,0.003112299600693298,1,1,0.012112819,0.0,0.0,0.0,64.12814488363813,True,False,True,0.42038364287043506,0.42038364287043506,0.1474929242510825
13050,19650,66,99,51,51,0.0,0.00803362448169855,4,4,0.0747045,0.0,0.0,0.0,229.39355026116692,True,False,True,0.0,0.0,1.4210854715202004e-14
13051,12651,66,64,52,52,0.0,0.0011198906099676238,0,0,0.0,14.36910827137199,5.883448024101977,0.0,296.8163911794337,False,True,True,0.0,0.0,0.701978592646114
13052,40452,66,203,53,53,0.0,0.0004750965352043421,0,0,0.0,0.0,0.0,0.0,187.7984092674123,False,False,True,0.10716123410629547,0.10716123410629547,1.4210854715202004e-14
13053,49253,66,247,54,54,0.003580881282687187,0.03627869584548442,10,10,0.21588422,0.0,0.0,0.0035808813,283.7600547479618,True,False,False,1.6797141365523478,1.694760078537299,0.21513779872617533
13054,14466,66,73,55,67,0.14697996947376443,0.014668002150969778,1,1,0.014897139,6.019531963005923,3.9324664597219163,0.1016953,203.39397992694268,True,True,False,2.5113691527562825,2.7198187122325916,0.838134946428724
13055,14455,66,73,56,56,0.18449743532569618,0.03306347343965438,3,3,0.033994865,10.545164335130139,6.497053381095015,0.18449743,261.25332173775087,True,True,False,12.44509011069106,10.982089343503596,0.019362693700543332
13056,20442,66,103,57,43,0.3578700644432111,0.0038428599467335363,0,0,0.024030974,0.0,0.0,0.35040444,64.6660587503805,False,False,False,7.848159603430522,11.382498359697788,0.5729612170042202
13057,35979,66,180,58,180,0.26388650638342515,0.006835709863774201,0,0,0.012343254,0.0,0.0,0.19419926,37.73582515378098,False,False,False,0.8429885413534324,3.0639432995349614,0.36464575975603
13058,43848,66,220,59,49,0.24804452302857277,0.023839184429317335,0,0,0.0074548293,0.0,0.0,0.20894623,2.9254608289274415,False,False,False,2.4475541243139594,0.7497219495740142,0.030201760499750208
13059,19659,66,99,60,60,0.1811052846598275,0.007411914028132931,4,4,0.0827287,12.919657132861564,6.689253218015559,0.18110529,74.74743056836104,True,True,False,2.7765755858327004,2.900547261546246,0.15597490813314607
13060,42599,66,213,61,200,0.28890077640026046,0.04032077893528875,11,11,0.86850005,7.552383140383762,5.169544388076053,0.25490037,250.33575355987094,True,True,False,8.43303530075935,,0.36322881436791477
13061,12661,66,64,62,62,0.28294530448573424,0.002169891815473004,2,2,0.02953805,0.0,0.0,0.2829453,239.2283213448714,True,False,False,4.68233490273659,1.7722142673545362,0.40463318830492767
13062,52662,66,264,63,63,0.06531736876403085,0.0023305289775326856,2,2,0.018320385,0.0,0.0,0.06531737,71.67450618585752,True,False,False,1.1236405606952005,0.8068194441927332,0.19576133575110077
13063,11263,66,57,64,64,0.0,0.003763727443652203,0,0,0.0,0.0,0.0,0.0,35.16151574052776,False,False,True,0.0,0.0,0.2853555698505801
13064,35264,66,177,65,65,0.0,0.03779327076337628,3,3,0.0318688,0.0,0.0,0.0,175.2770056723964,True,False,True,0.8449765974156036,0.8449765974156036,2.842170943040401e-14
13065,48465,66,243,66,66,0.11570596008338005,0.002825572648893775,0,0,0.00798582,0.0,0.0,0.11570596,54.340316050637284,False,False,False,0.04709384457076071,1.178543157380979,0.07838517119961352
13066,59066,66,296,67,67,0.127498169460129,0.013093653300803998,1,1,0.013820824,0.0,0.0,0.12749816,24.005256361513375,True,False,False,0.3687789694383963,0.868704973329423,0.8806681568020167
13067,54467,66,273,68,68,0.12071109776266498,0.004928498916732433,0,0,0.007730677,22.09006465071913,4.532140038811387,0.120711096,66.80351691315246,False,True,False,1.5824737641771986,1.2114997618837626,0.0
13068,20468,66,103,69,69,0.01649264246225357,0.003771236061133665,8,8,0.11953674,0.0,0.0,0.016492642,58.50000763863028,True,False,False,0.06707684677229175,0.0,0.06955119822298172
13069,20469,66,103,70,70,0.0,0.010811154131914746,4,4,0.4271245,0.0,0.0,0.0,0.2246260456012692,True,False,True,1.2094387729061837,1.2094387729061837,0.0
13070,11270,66,57,71,71,0.0,0.014383792637677535,2,2,0.22381872,7.943257837321075,4.353345453914946,0.0,146.7622442538618,True,True,True,3.879506232475613,3.879506232475613,0.00488693385472061
13071,8671,66,44,72,72,0.0,0.0034189598415994655,3,3,0.03195624,0.0,0.0,0.0,218.29338048530872,True,False,True,0.0,0.0,0.0058558107251229785
13072,42472,66,213,73,73,0.0,0.008587289287983541,11,11,0.40878576,0.0,0.0,0.0,315.23305428171506,True,False,True,0.11485928258448697,0.11485928258448697,0.0032727899893387757
13073,1273,66,7,74,74,0.009189912341087982,0.0028676729567178546,0,0,0.00054341694,0.0,0.0,0.009189913,284.8051636496712,False,False,False,0.30191958656642115,0.3507244849593689,0.2319243887853304
13074,56874,66,285,75,75,0.03768115843706531,0.010092833095356404,9,9,0.19336806,0.0,0.0,0.03768116,314.4730221544219,True,False,False,0.02349752005166772,0.0023282709655347844,0.5620516544761358
13075,56875,66,285,76,76,0.0005675377324223518,0.004825007614985639,12,12,0.37191203,15.756874905271586,4.07274659097121,0.00056753773,316.03347529087694,True,True,False,1.584667001896057,1.586995272861592,0.045238862338749186
13076,40445,66,203,77,46,0.17863916171978164,0.022514965382184494,1,1,0.43860537,10.020046390266954,1.1904146173044452,0.13966586,193.5793405391458,True,True,False,2.1759391058501274,2.419530645205014,0.19461208448016976
13077,477,66,3,78,78,0.03873799379228524,0.0027180596061756107,0,0,0.0024580774,0.0,0.0,0.038737994,55.44854097588893,False,False,False,1.8062740743039396,1.9908498963645975,0.1997732602809208
13078,1078,66,6,79,79,0.13807657663506015,0.035014177515029825,0,0,0.005968023,17.61398019842918,3.0591540832904895,0.13807657,147.04948475278246,False,True,False,0.7622955595414216,0.8811247008139005,0.17723528315275416
13079,39275,66,197,80,76,0.16009455942163836,0.008457703159762478,8,8,0.40788516,18.13687481692731,11.911713174138425,0.103571,42.09921796535457,True,True,False,0.24061192810631837,0.8688138155217768,0.3588777633313498
13080,57680,66,289,81,81,0.10625746186534588,0.021237100165750037,1,1,0.014891048,20.64285044959723,12.47386844743805,0.10625746,113.31499450172919,True,True,False,4.762469280823207,5.144237180406973,0.4329802949995667
13081,40281,66,202,82,82,0.24792124446679312,0.0005490907042915026,0,0,0.0111227855,18.969560713461835,13.68206215972594,0.24792124,153.01151248063144,False,True,False,3.5959066381757316,3.4153430196004844,0.21198288274180754
13082,36596,66,183,83,197,0.3078694908505313,0.010008889289480238,8,8,0.18842936,0.0,0.0,0.29087353,147.8650760130327,True,False,False,4.7305891799495186,1.6620534521977257,0.0433237790292651
13083,7283,66,37,84,84,0.0,0.03700855868992609,0,0,0.0,0.0,0.0,0.0,143.95448933647123,False,False,True,0.0,0.0,0.46083225456501964
13084,3284,66,17,85,85,0.0,0.011345964207501546,4,4,0.63971806,23.98179213543618,7.232191113337295,0.0,0.0014652045305183492,True,True,True,4.4534411794189,4.4534411794189,0.0
13085,54485,66,273,86,86,0.26689017867361503,0.024161869790614573,9,9,0.28894612,0.0,0.0,0.26689017,126.7448750220083,True,False,False,1.5989023271467429,4.347595472159444,0.3131615828884833
13086,19686,66,99,87,87,0.16865240993113628,0.011465072442823155,4,4,0.42467523,0.0,0.0,0.16865242,181.22557179462672,True,False,False,6.328345680005267,5.814951813201301,1.6273926669990146
13087,44487,66,223,88,88,0.21418608184100277,0.0006867054916474499,6,6,0.10198204,0.0,0.0,0.21418607,19.262326243148948,True,False,False,2.397465164299665,0.0,0.8043022477138493
13088,54488,66,273,89,89,0.0,0.013807469020026563,5,5,0.4493492,0.0,0.0,0.0,51.631872177992136,True,False,True,1.5355785881459687,1.5355785881459687,0.21575131484510734
13089,23889,66,120,90,90,0.0,0.005202402983878183,0,0,0.0,9.369065261734058,5.1992112766544265,0.0,5.2942008172257715,False,True,True,2.683033504699682,2.683033504699682,0.18382683490364116
13090,43490,66,218,91,91,0.23935582127434757,0.002614398626377336,0,0,0.016414504,9.87782222403043,4.267400630494612,0.23935582,14.782536158652874,False,True,False,0.32946345689019196,0.2795464522692763,0.0
13091,13691,66,69,92,92,0.03682596981525421,0.010033691157814594,4,4,0.11426073,0.0,0.0,0.03682597,162.95089208923986,True,False,False,2.664690635221385,2.4891624154204153,0.0
13092,34692,66,174,93,93,0.014037355160902836,0.026888744836955178,11,11,0.36566716,0.0,0.0,0.014037355,84.4235484060188,True,False,False,1.0700296859541139,0.9079728232737123,1.3861539844328377
13093,57693,66,289,94,94,0.0,0.03481721642190512,5,5,0.23839605,30.872995306826585,13.298597788031726,0.0,85.05402080838132,True,True,True,9.528749464216663,9.528749464216663,0.373060884434409
13094,20294,66,102,95,95,0.0,0.03054994806368902,2,2,1.0,12.394912089481295,9.071117407163149,0.0,75.74103575449885,True,True,True,7.306409082265273,7.306409082265273,0.0
13095,20495,66,103,96,96,0.13572868141073957,0.03614851880744315,0,0,0.008152511,0.0,0.0,0.13572869,47.02242165655946,False,False,False,4.021089247749739,4.383980187196046,0.8342690806979078
13096,40662,66,204,97,63,0.33068910864260886,0.006563721322023644,5,5,0.06714861,9.250488565974006,3.073342126268389,0.29990768,76.29719083714195,True,True,False,1.0581862822666785,1.5920514137561774,0.5220413152566863
13097,12497,66,63,98,98,0.20701297654203674,0.000468951093473736,3,3,0.045643196,0.0,0.0,0.20701297,2.4078736048826386,True,False,False,5.747766868048169,4.600221053569873,0.0
13098,20498,66,103,99,99,0.2796772451674311,0.034861651673500776,0,0,0.012188838,25.704253876885712,1.311962698858018,0.27967727,87.43762774106156,False,True,False,1.8883693400917636,1.0799275528901253,0.15400769087338517
13099,7099,66,36,100,100,0.2319551944327278,0.0033280791633656147,10,10,0.38961333,0.0,0.0,0.2319552,171.86539725790982,True,False,False,6.904522183220686,4.463060412598811,0.1880620524100891
13100,55300,66,277,101,101,0.0,0.019779193624314583,0,0,0.0,6.482143132101894,2.440383097821516,0.0,104.86026220842405,False,True,True,3.608441335199235,3.608441335199235,0.5120629169409199
13101,7301,66,37,102,102,0.0,0.03700855868992609,0,0,0.0,8.086868740127594,6.195145453648191,0.0,72.78244808686952,False,True,True,4.160919391499824,4.160919391499824,0.038086364407888595
13102,28502,66,143,103,103,0.0,0.04115248577502419,4,4,0.053668577,0.0,0.0,0.0,134.411353702826,True,False,True,2.8539673861234327,2.8539673861234327,0.8098105904263377
13103,21328,66,107,104,129,0.2708240466013478,0.06934081061204983,5,5,1.0,17.327474405913918,7.262617779559751,0.25742012,101.59257243389118,True,True,False,3.1506521614899494,1.3288613770713673,0.18362391597091232
13104,41904,66,210,105,105,0.0,0.010811892532842291,4,4,0.4275573,0.0,0.0,0.0,62.30442805931713,True,False,True,0.07429248837601166,0.07429248837601166,0.10563553524769986
13105,44305,66,222,106,106,0.0,0.007391708306547031,0,0,0.0,0.0,0.0,0.0,21.19616993702232,False,False,True,0.0,0.0,0.019182984881638276
13106,13506,66,68,107,107,0.0,0.0433619914903639,0,0,0.0,6.61618181849323,3.3487272722422654,0.0,45.01307700063279,False,True,True,4.279860757441203,4.279860757441203,0.8054196008688734
13107,43907,66,220,108,108,0.16988380069490466,0.023412248638776393,4,4,0.46017116,0.0,0.0,0.1698838,59.44460677646697,True,False,False,5.165056202470051,5.102760719164291,1.4704873145944362
13108,7108,66,36,109,109,0.0,0.0066325221261557205,0,0,0.0,0.0,0.0,0.0,111.43193331859595,False,False,True,1.0282179249924306,1.0282179249924306,0.29595693973089965
13109,44238,66,222,110,39,0.02262418357619819,0.008881049329851322,8,8,0.4629117,19.336449390393657,3.496427766195005,0.0037366152,87.73628574797635,True,True,False,2.1044121242547136,2.1216437676470976,0.13749575501705635
13110,1110,66,6,111,111,0.0,0.035014177515029825,8,8,0.3101404,0.0,0.0,0.0,0.1591021016055265,True,False,True,3.1956672543954476,3.1956672543954476,0.5035264051892341
13111,40711,66,204,112,112,0.0,0.016849358187877053,12,12,0.4760691,15.40703714844704,11.654759220650018,0.0,18.358699216272953,True,True,True,5.025341356936507,5.025341356936507,0.0
13112,40512,66,203,113,113,0.3266580710670604,0.03909133422141613,4,4,0.060803283,0.0,0.0,0.32665807,144.1655980700609,True,False,False,8.628863524484544,6.351000838349243,0.5246378888072343
13113,35113,66,176,114,114,0.10773655675085057,0.005425838502587536,5,5,0.32377613,0.0,0.0,0.10773656,105.01678667636452,True,False,False,1.8368499528106832,1.3921718451507439,0.14007825622257997
13114,1314,66,7,115,115,0.0062118470668792725,0.02706291630388031,4,4,1.0,13.066617214821008,3.6835999994664927,0.006211847,96.78840423250696,True,True,False,0.18152044380889265,0.22705471605027583,1.1021709721857462
13115,1315,66,7,116,116,0.03234429657459259,0.025799169363312387,0,0,0.0024583633,33.23232951106662,13.803389694078486,0.032344297,107.84094486978215,False,True,False,10.039230666284803,9.812175950234527,0.9197119053204688
13116,42764,66,214,117,165,0.26741282127765964,0.026302493352247745,3,3,0.034919083,0.0,0.0,0.24244899,101.73062276244542,True,False,False,5.175572064249418,0.2967223214170396,0.7320240527264161
13117,6296,66,32,118,97,0.2774340923157664,0.0025602360851565333,1,1,0.029823892,0.0,0.0,0.2721458,18.910389154918988,True,False,False,9.105937892732054,8.708208273879425,0.5579694657776315
13118,19799,66,99,119,200,0.3158880386106523,0.032315790123389365,0,0,0.0,0.0,0.0,0.14748974,145.15070983442376,False,False,False,6.385780020436459,,0.2727414940311519
13119,49373,66,247,120,174,0.12701339432320177,0.052117903024613596,3,4,0.709316,8.589870171266101,2.091756940989871,0.0959577,24.3264569746286,True,True,False,2.7016941851076726,3.1280898389722918,0.45705243702963116
13120,6379,66,32,121,180,0.180955259421395,0.009531963171644921,1,1,0.014866501,11.885343098363277,9.62526426828891,0.13774523,28.01091114007494,True,True,False,6.0549894734019025,5.0829657048944075,0.041343965998322574
13121,48521,66,243,122,122,0.04041865253066633,0.015887930903805463,1,1,0.009179542,0.0,0.0,0.04041865,24.412293911200692,True,False,False,0.4409913983187437,0.0,0.618607539160621
13122,13522,66,68,123,123,0.0,0.017078592279520355,0,0,0.0,0.0,0.0,0.0,25.767227243471723,False,False,True,1.454375080543485,1.454375080543485,0.0
13123,29123,66,146,124,124,0.0,0.007989989717307522,0,0,0.0,18.203336831462128,4.855654544751285,0.0,33.97388046235994,False,True,True,2.902040150012195,2.902040150012195,0.44379974703619496
13124,14548,66,73,125,149,0.09742085910594277,0.019587569902368717,11,11,0.21952674,0.0,0.0,0.06932248,162.40838138869253,True,False,False,1.3576813740732487,0.715501812393494,0.06867451491507381
13125,56725,66,284,126,126,0.18418314949892928,0.0197082614002973,2,2,0.5361067,19.758182906775673,8.697057561772173,0.18418315,121.80355652372924,True,True,False,6.045202324199926,6.519364395323656,0.0
13126,35326,66,177,127,127,0.06266499623742301,0.0008176365764257496,0,0,0.0030581336,0.0,0.0,0.06266499,316.8770708075526,False,False,False,7.4273304230368815,6.334560798402286,2.1927941582758876
13127,20595,66,103,128,196,0.31461884665166306,0.023898550552627858,4,4,0.22679837,7.290289562665248,1.0458784704949355,0.2702735,179.09368507262522,True,True,False,3.624267200460727,5.1790417291702475,0.7864802929209418
13128,11314,66,57,129,115,0.22048852388961984,0.026891255316884417,2,2,0.5204249,6.671023827019673,4.981124182314427,0.21918885,11.370519713923557,True,True,False,0.18873670868814152,2.1689937800491883,0.6150475380902094
13129,35129,66,176,130,130,0.2983354646878232,0.00030248501747612923,0,0,0.020247046,15.360131296705053,6.697454544484531,0.29833546,23.008532102112213,False,True,False,2.146868085025368,1.3220473638422177,2.842170943040401e-14
13130,20342,66,102,131,143,0.23634902621432918,0.009058782949318459,7,7,0.18050322,7.8674756923564795,0.8385824639765203,0.1698003,112.72422681405573,True,True,False,2.92916747127352,1.5406681136991165,0.3823289079691108
13131,42731,66,214,132,132,0.12983332364087055,0.04060850153177036,4,4,0.04704169,21.7543003766261,6.4956736896346206,0.12983333,70.04696479708224,True,True,False,0.9645839655275044,0.0,0.7383748078637495
13132,1332,66,7,133,133,0.0,0.004424478034986489,0,0,0.0,0.0,0.0,0.0,57.7327804364229,False,False,True,1.052639817187556,1.052639817187556,0.5349432968705514
13133,26533,66,133,134,134,0.015271862968802452,0.023309151230516627,0,0,0.0011521699,0.0,0.0,0.015271863,4.1869117390257315,False,False,False,0.21465801998894896,0.15075218354428777,2.842170943040401e-14
13134,11952,66,60,135,153,0.027112630344017265,0.015675993952486582,7,7,0.2022565,14.218948812319114,11.143259750110774,0.015004426,51.42452534640148,True,True,False,5.510565830381944,5.386536982181498,1.2496070630509735
13135,29135,66,146,136,136,0.03525355268309656,0.0009454637563487839,1,1,0.009694895,5.911928219822006,4.456795321018172,0.03525355,27.357957794281447,True,True,False,2.2754959605542187,2.345672076236581,0.2445623155339831
13136,43536,66,218,137,137,0.010349325835704803,0.018936698288411366,5,5,0.18111679,0.0,0.0,0.010349326,118.37404545561873,True,False,False,0.4726363437350294,0.5144665613867101,0.28285912585818096
13137,11337,66,57,138,138,0.010574953325274755,0.013451783756363741,0,0,0.0007308903,0.0,0.0,0.010574954,187.61637109891035,False,False,False,5.00326746093332,4.8575564053880855,0.0
13138,20338,66,102,139,139,0.0,0.013100454177648465,4,4,0.12715581,0.0,0.0,0.0,82.92976887982229,True,False,True,0.9650988127323548,0.9650988127323548,0.2287791015825178
13139,41968,66,210,140,169,0.08238401030118904,0.011573485776688498,4,4,0.41938865,0.0,0.0,0.0740762,47.737324082828195,True,False,False,0.9340622920170982,0.571937098379756,0.018026660080636248
13140,43940,66,220,141,141,0.018646852335861552,0.023412248638776393,2,2,0.018982913,0.0,0.0,0.018646851,177.4445289564071,True,False,False,3.2023161563207267,3.211973118870143,0.12981404472554914
13141,48541,66,243,142,142,0.09483582589992738,0.0009107649815715076,0,0,0.006184603,0.0,0.0,0.094835825,43.33994667709629,False,False,False,1.1482333627437806,0.0,0.0
13142,3342,66,17,143,143,0.0,0.0042506531026481964,6,6,0.08180969,0.0,0.0,0.0,41.82841113959694,True,False,True,1.181344451456236,1.181344451456236,0.6608394096350594
13143,19743,66,99,144,144,0.006623348666746536,0.01889721787196474,2,2,0.024710748,0.0,0.0,0.0066233487,135.47559325919906,True,False,False,1.8317735784187872,1.783073081332358,0.13733063871973172
13144,52620,66,264,145,21,0.0672179896264945,0.02240849353955538,0,0,0.0036025983,0.0,0.0,0.057338122,106.21390660980347,False,False,False,2.5794633769126047,2.2219834218232752,0.5775306771634661
13145,52430,66,263,146,31,0.10943055221851032,0.02130538980390804,10,10,0.26595983,0.0,0.0,0.04407713,64.35270371480772,True,False,False,2.337888871354458,1.9099857549705006,0.4567729586415723
13146,48546,66,243,147,147,0.1865418481984935,0.0012973189199969347,0,0,0.013089405,15.431924272156838,7.925236270042011,0.18654186,140.960713549569,False,True,False,0.10877027035762943,0.0,0.030210381471363235
13147,11547,66,58,148,148,0.0,0.021228011255922316,7,7,0.22542785,0.0,0.0,0.0,67.84211043833557,True,False,True,0.0,0.0,0.0
13148,29148,66,146,149,149,0.0,0.015425467880453578,7,7,0.24747059,0.0,0.0,0.0,36.90879046665822,True,False,True,0.7672240060612838,0.7672240060612838,0.5233691120606636
13149,6349,66,32,150,150,0.11416883519041109,0.0032198678751269257,0,0,0.009175888,35.185719495995805,9.742735805898718,0.11416884,140.28118549534702,False,True,False,7.1133901611215595,6.556625558237053,0.35359953237860964
13150,21350,66,107,151,151,0.0,0.0027379588701508194,0,0,0.0,0.0,0.0,0.0,26.388570628193236,False,False,True,0.0,0.0,0.1773745683348693
13151,7351,66,37,152,152,0.0,0.05327174957380816,4,4,0.028970445,7.66727497977103,1.1740154495671284,0.0,86.79474819233752,True,True,True,1.896766736489658,1.896766736489658,0.0
13152,42534,66,213,153,135,0.04854925774694166,0.024940760899801833,10,10,0.28552002,15.785971316961023,7.928697777234179,0.042977534,158.6433774948436,True,True,False,1.1066131387348586,1.1859818956430899,0.2586330443170368
13153,49353,66,247,154,154,0.0,0.030129814653217585,4,4,0.31267485,0.0,0.0,0.0,41.71471887110232,True,False,True,1.0077192592814874,1.0077192592814874,0.168573931132471
13154,12754,66,64,155,155,0.0,0.007305311513741214,9,9,0.20199093,0.0,0.0,0.0,142.8134825861461,True,False,True,1.0902325241386355,1.0902325241386355,0.14506290605135064
13155,54555,66,273,156,156,0.0,0.023124849049796354,2,2,0.022744358,8.327101019787847,4.969159533382987,0.0,167.8958802195525,True,True,True,3.809783287344736,3.809783287344736,0.7439534631138827
13156,13647,66,69,157,48,0.24548859269812368,0.004780368188200755,7,7,0.13822797,0.0,0.0,0.21802633,142.6090728816743,True,False,False,7.295357395311925,5.107158391923335,0.7180196554966898
13157,56757,66,284,158,158,0.20501313175735167,0.002013374108436189,5,5,0.18091983,5.770801518198995,0.0,0.20501313,19.636236308641003,True,True,False,0.8626579264670915,1.0970159853467312,0.3696523702011518
13158,34758,66,174,159,159,0.13485764619494348,0.003823230093610162,11,11,0.369626,0.0,0.0,0.13485764,133.77315596928588,True,False,False,0.6652057472787436,0.5511769643898295,0.17848845324880358
13159,43533,66,218,160,134,0.06409418118255503,0.014818827625453005,0,0,0.0036155772,0.0,0.0,0.050036173,82.80510023047981,False,False,False,2.122209905706751,1.841424484446153,0.7803568367000935
13160,55360,66,277,161,161,0.04407709452377622,0.0004115368664605891,4,4,0.060863376,0.0,0.0,0.044077095,40.8270994427441,True,False,False,2.9640835444405447,3.0599944441890643,0.0
13161,56761,66,284,162,162,0.0,0.002013374108436189,0,0,0.0,0.0,0.0,0.0,3.6897035259627273,False,False,True,0.0,0.0,0.019491183741536133
13162,1962,66,10,163,163,0.0,0.003398723268537073,0,0,0.0,0.0,0.0,0.0,59.95425903938445,False,False,True,0.6868036802096524,0.6868036802096524,0.6131358561404454
13163,19963,66,100,164,164,0.0,0.02243686960003014,7,7,0.29039657,0.0,0.0,0.0,22.357794773874843,True,False,True,1.3219212068549626,1.3219212068549626,0.33741042369439356
13164,52764,66,264,165,165,0.09606358631576419,0.032350956870730974,3,3,0.034385376,0.0,0.0,0.096063584,50.821426980732724,True,False,False,4.848416517865239,4.099993029375007,0.0
13165,52765,66,264,166,166,0.32164097385520707,0.040724569718065824,5,5,0.26667905,0.0,0.0,0.32164097,110.07338294712713,True,False,False,4.4753226582248935,8.5753156875999,0.7492571449938055
13166,54595,66,273,167,196,0.5638498857980756,0.02473954780657326,14,14,0.8263679,0.0,0.0,0.4542001,122.65130381116546,True,False,False,2.4938939074027076,1.3262344755331448,1.0832680803028438
13167,42447,66,213,168,48,0.4957584442737058,0.002469778523518882,3,3,0.051173277,9.015620296436449,7.199763635320871,0.44314378,336.7853821206487,True,True,False,3.608878774189848,4.961726243847093,2.2411384133018117
13168,49339,66,247,169,140,0.4875511895408896,0.032133360030727864,3,3,0.31828618,3.1103032129258104,2.846418181405926,0.48621634,52.48764820528356,True,True,False,9.58160250565987,2.6353989518581287,0.010815996048393117
13169,11369,66,57,170,170,0.11235034888589285,0.008379954735534828,4,4,0.09465432,0.0,0.0,0.112350345,72.18805644500429,True,False,False,2.958286262399528,2.1422275440763747,0.0200890280257795
13170,35170,66,176,171,171,0.09845857211752908,0.0022769165971026437,2,2,0.027022516,0.0,0.0,0.09845857,2.473905590246659,True,False,False,1.0193228241069558,0.18942634369129796,0.18742887389595353
13171,41971,66,210,172,172,0.09010205016698211,0.025472895926221505,3,2,1.0,0.0,0.0,0.090102054,25.972488425991315,True,False,False,3.585795241138755,3.1220988291951786,0.004753202839026471
13172,11572,66,58,173,173,0.0,0.002604300259202745,0,0,0.0,0.0,0.0,0.0,176.00413583021236,False,False,True,0.06618920092367941,0.06618920092367941,0.18606185096712125
13173,42573,66,213,174,174,0.016277944669127464,0.02749136894901003,8,8,0.60349977,0.0,0.0,0.016277945,64.67269686016948,True,False,False,2.9232451454707995,2.989434346394479,0.2571257000138303
13174,35974,66,180,175,175,0.02313672966262143,0.01715515960818791,0,0,0.0014470425,0.0,0.0,0.02313673,68.61980637752885,False,False,False,0.8210189427090375,1.0736676611946399,0.9081048417363604
13175,44121,66,221,176,122,0.21521171695580513,0.015813590064314226,2,2,0.01809362,0.0,0.0,0.101341695,7.840877732872173,True,False,False,1.7017987365005478,1.308757844190752,0.37388125569029285
