trial_id,policy,R_req,tasks,mean_reward,mean_latency,p50_latency,p90_latency,p95_latency,overall_rsr,feasibility_rate,conditional_rsr,avoidable_violation_rate,unavoidable_violation_rate,mean_selected_reliability_deficit,p95_selected_reliability_deficit,mean_best_achievable_deficit,mean_safe_set_size,pair_selection_hhi
9,Safe Min-Latency,0.999,1000,70.25387863774868,1.7508173811784864,1.6140213386472677,2.8027972170224023,3.1653099021683317,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.005,0.07392999999999998
9,Safe Min-Latency,0.9999,1000,61.32808028244478,1.933662444126759,1.9360494390307394,2.828635328575976,3.0902343362587077,0.959,0.959,1.0,0.0,0.041,9.967986247000348e-07,0.0,9.967986247000348e-07,9.947,0.128954
0,Safe Random,0.9,1000,57.4309550812495,2.279222969823978,2.207325859225449,3.5666897949645318,4.090728243025866,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.988,0.037156
0,Safe Random,0.99,1000,63.61918741805421,2.0185371071127562,1.87854172115172,3.3251439719171065,3.8364672314697827,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.06,0.037208
0,Safe Random,0.999,1000,64.21726980384315,1.9593657974902454,1.8394464362315048,3.1197065496553282,3.715548601237475,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.087,0.041558000000000005
0,Safe Random,0.9999,1000,50.870642406067724,2.033318065412412,1.9958942972316152,2.9217685956388664,3.5754814664968477,0.827,0.827,1.0,0.0,0.173,1.894274375738747e-05,0.00012001410707129228,1.894274375738747e-05,7.551,0.09155800000000001
1,Safe Random,0.9,1000,57.49534745715612,2.274015979526783,2.2105483329081324,3.5733149020750807,4.078456207573722,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.974,0.036346
1,Safe Random,0.99,1000,62.78434578382124,2.0624011544791303,1.911784538120088,3.476800906296404,3.890497542232661,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.42,0.03634600000000001
1,Safe Random,0.999,1000,64.19481926756772,1.95713356408004,1.8469765853873241,3.1167139284218024,3.511442101018247,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.082,0.041527999999999995
1,Safe Random,0.9999,1000,56.09211971593868,1.983137899846156,1.9544466784370798,2.83675311560059,3.2267704986027637,0.897,0.897,1.0,0.0,0.103,6.341014658146738e-06,3.576659408388019e-05,6.341014658146738e-06,8.883,0.08994999999999999
2,Safe Random,0.9,1000,57.414245593014655,2.2740750459744326,2.172968328946851,3.601381791484239,4.089735554632515,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.036829999999999995
2,Safe Random,0.99,1000,63.00544302359965,2.034284844548681,1.911784538120088,3.3260367114030203,3.723251410093644,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.09,0.036894
2,Safe Random,0.999,1000,64.74226110900798,1.9376660212561587,1.8486305449017948,3.014487082646383,3.539901631833632,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.746,0.04238200000000001
2,Safe Random,0.9999,1000,52.0357362762624,2.02967487910431,1.989088838119244,2.975580662455111,3.579815320069485,0.83,0.83,1.0,0.0,0.17,1.6629224928546017e-05,0.00010061197078192752,1.6629224928546017e-05,7.873,0.112204
3,Safe Random,0.9,1000,57.76902052402144,2.262922465057849,2.2160583260225337,3.574870706966926,4.058084345698495,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.976,0.03678
3,Safe Random,0.99,1000,63.03721690546234,2.0272346444670255,1.896892355802244,3.2777210121789753,3.7123014649115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.356,0.036424
3,Safe Random,0.999,1000,63.531328645575,1.998115448060338,1.8748526178990659,3.152356022217316,3.6040875484077914,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.041,0.039384
3,Safe Random,0.9999,1000,53.48051080924647,2.029905436882397,1.9915638798660495,2.978789128964536,3.4774987243084183,0.862,0.862,1.0,0.0,0.138,9.564589566897318e-06,7.71916944090123e-05,9.564589566897318e-06,8.902,0.07865000000000001
4,Safe Random,0.9,1000,57.192078974098365,2.295806867763191,2.1996292877227575,3.6248451214308943,4.237185506468022,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.991,0.03672400000000001
4,Safe Random,0.99,1000,63.35122638651965,2.033071410453669,1.8796711524888536,3.406151984404682,3.8312537045206594,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.489,0.036854000000000005
4,Safe Random,0.999,1000,64.41658088176091,1.9644861143264019,1.8620330617651035,3.1653099021683317,3.6146649381490983,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.795,0.040296
4,Safe Random,0.9999,1000,57.375346384831126,2.04586191475634,1.989088838119244,2.978789128964536,3.549360250822649,0.932,0.932,1.0,0.0,0.068,3.2680575449921532e-06,1.487069677956741e-05,3.2680575449921532e-06,10.27,0.08955999999999999
5,Safe Random,0.9,1000,57.72566143960619,2.2678497649720666,2.2463111448851976,3.574870706966926,3.975812991072928,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.036782
5,Safe Random,0.99,1000,63.67648032166254,2.018196043065374,1.8752812912654733,3.325044778640894,3.7115286665357856,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.287,0.036866
5,Safe Random,0.999,1000,64.17604307861679,1.9559818578460741,1.885727667273727,3.1391864508365663,3.511442101018247,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.807,0.039782000000000005
5,Safe Random,0.9999,1000,55.011056722984684,1.996150976840216,1.9544466784370798,2.8350189186446073,3.2815302177259027,0.886,0.886,1.0,0.0,0.114,1.0751167029734776e-05,8.155470073112348e-05,1.0751167029734776e-05,8.991,0.090656
6,Safe Random,0.9,1000,57.125201112539806,2.294225073679655,2.2160583260225337,3.6248451214308943,4.111645494765071,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.036581999999999996
6,Safe Random,0.99,1000,63.346854323381,2.0405378055735692,1.906781893664082,3.3428878727818128,3.837155649078664,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.409,0.03686600000000001
6,Safe Random,0.999,1000,64.41071962262595,1.9608293030038988,1.8685018610931934,3.1653099021683317,3.5395215561257856,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.615,0.039936
6,Safe Random,0.9999,1000,55.62211953942647,1.9981603493042026,1.989410811477839,2.8350189186446073,3.1440399687990466,0.901,0.901,1.0,0.0,0.099,7.973986807484623e-06,4.258117316191502e-05,7.973986807484623e-06,9.845,0.09363199999999998
7,Safe Random,0.9,1000,57.32715144500065,2.2756568017265506,2.2463111448851976,3.575042057481506,4.013726962084061,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.997,0.03652400000000001
7,Safe Random,0.99,1000,63.41271229120723,2.029165566517583,1.9220509595315889,3.4035183654557386,3.836499514782294,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.635,0.036616
7,Safe Random,0.999,1000,64.49783877281702,1.9489385813574553,1.8398479110191062,3.1167139284218024,3.5533773494910212,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.837,0.039748
7,Safe Random,0.9999,1000,58.214203513767245,2.0417235087733783,1.96506433180393,2.9967301444630894,3.5530469036527377,0.95,0.95,1.0,0.0,0.05,3.6068173712429095e-06,9.082602893109647e-08,3.6068173712429095e-06,10.219,0.07616999999999999
8,Safe Random,0.9,1000,57.62191616811968,2.2631002364928943,2.2160583260225337,3.5733149020750807,3.9951842605804964,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.03674
8,Safe Random,0.99,1000,63.233241490638285,2.045732341507878,1.911784538120088,3.431329028600119,3.8572345536185253,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.446,0.03664200000000001
8,Safe Random,0.999,1000,63.63093093045179,1.9677024820126665,1.8716772394961296,3.1197065496553282,3.5678485420574955,0.993,0.993,1.0,0.0,0.007,1.6849490133100663e-06,0.0,1.6849490133100663e-06,22.039,0.040038
8,Safe Random,0.9999,1000,53.112793920504316,2.0389724607669897,1.9915638798660495,2.978789128964536,3.4788228482881833,0.872,0.872,1.0,0.0,0.128,2.8776676388745703e-05,0.00017621106725707048,2.8776676388745703e-05,8.928,0.083444
9,Safe Random,0.9,1000,57.42498577500158,2.266893212425376,2.2150224307281405,3.5733149020750807,3.977611441899569,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.998,0.03676
9,Safe Random,0.99,1000,63.38992584112367,2.0260704945690624,1.9154319582981714,3.326568385829373,3.7918466632913046,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.494,0.036576
9,Safe Random,0.999,1000,63.69659169551276,1.9989070138632787,1.8748526178990659,3.233060130389674,3.7441682456430443,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.005,0.03854
9,Safe Random,0.9999,1000,58.755797650000474,2.012243237111016,1.9942262055620006,2.835981935506368,3.1794279440736712,0.959,0.959,1.0,0.0,0.041,9.967986247000348e-07,0.0,9.967986247000348e-07,9.947,0.08286799999999998
