lens,horizon,load,value_source,advantage_type,n,nonzero_reference_count,pearson,spearman,sign_agreement,normalized_mae,quartile_agreement,sign_agreement_including_zeros
production_smdp,20,low,V0,raw,398,389,0.07198067277214176,0.11663109814927092,0.5578406169665809,1.0351882532777523,0.2638190954773869,0.5452261306532663
production_smdp,20,low,V0,normalized,398,389,0.08128548229212366,0.12350591563350292,0.5141388174807198,1.0396031152707494,0.2814070351758794,0.5025125628140703
production_smdp,20,low,V1,raw,398,389,0.07194247392324216,0.11657208958265138,0.5578406169665809,1.035197695115761,0.2638190954773869,0.5452261306532663
production_smdp,20,low,V1,normalized,398,389,0.08125036689225944,0.12348079007590144,0.5141388174807198,1.0396086926397228,0.2814070351758794,0.5025125628140703
production_smdp,20,low,V2,raw,398,389,0.07194249317693645,0.11657208958265138,0.5578406169665809,1.0351976877478304,0.2638190954773869,0.5452261306532663
production_smdp,20,low,V2,normalized,398,389,0.08125037110696658,0.12348079007590144,0.5141388174807198,1.0396087012306225,0.2814070351758794,0.5025125628140703
production_smdp,20,low,V3,raw,398,389,0.0622679611359575,0.09744731796615136,0.506426735218509,1.047954284034049,0.25125628140703515,0.4949748743718593
production_smdp,20,low,V3,normalized,398,389,0.07134645404976848,0.1036466368362566,0.519280205655527,1.0436484966309059,0.2638190954773869,0.507537688442211
production_smdp,20,medium,V0,raw,299,291,0.11183069120788966,0.15112096209510018,0.6666666666666666,1.019827369671918,0.2608695652173913,0.6488294314381271
production_smdp,20,medium,V0,normalized,299,291,0.10678044856666466,0.15130532532459848,0.5360824742268041,1.0172554889875314,0.25752508361204013,0.5217391304347826
production_smdp,20,medium,V1,raw,299,291,0.11179377852104595,0.15104473960867973,0.6666666666666666,1.0198405866141425,0.2608695652173913,0.6488294314381271
production_smdp,20,medium,V1,normalized,299,291,0.10674304972035162,0.15130577425253613,0.5360824742268041,1.0172723928597587,0.25752508361204013,0.5217391304347826
production_smdp,20,medium,V2,raw,299,291,0.11179376348826774,0.1510412604167724,0.6666666666666666,1.0198405901132848,0.2608695652173913,0.6488294314381271
production_smdp,20,medium,V2,normalized,299,291,0.10674304267780924,0.15130577425253613,0.5360824742268041,1.0172723883630155,0.25752508361204013,0.5217391304347826
production_smdp,20,medium,V3,raw,299,291,0.0989216096366545,0.11701710730211969,0.5292096219931272,1.0234882986802518,0.27759197324414714,0.5150501672240803
production_smdp,20,medium,V3,normalized,299,291,0.09394058916090683,0.1202924855352759,0.5017182130584192,1.022957596031049,0.25418060200668896,0.4882943143812709
production_smdp,50,high,V0,raw,303,295,0.20302607354457414,0.21939355455790405,0.5898305084745763,0.9792978318919825,0.297029702970297,0.5742574257425742
production_smdp,50,high,V0,normalized,303,295,0.2051296160724782,0.2197731707228387,0.5491525423728814,0.9751838947619578,0.3201320132013201,0.5346534653465347
production_smdp,50,high,V1,raw,303,295,0.20299616299936302,0.21928700320251898,0.5898305084745763,0.9793095454945021,0.297029702970297,0.5742574257425742
production_smdp,50,high,V1,normalized,303,295,0.2050975459729192,0.21980897542930414,0.5491525423728814,0.9751881848716649,0.3201320132013201,0.5346534653465347
production_smdp,50,high,V2,raw,303,295,0.20299614381509096,0.21928700320251898,0.5898305084745763,0.9793095420222836,0.297029702970297,0.5742574257425742
production_smdp,50,high,V2,normalized,303,295,0.20509751962146225,0.21980897542930414,0.5491525423728814,0.9751881897706003,0.3201320132013201,0.5346534653465347
production_smdp,50,high,V3,raw,303,295,0.22178259268213463,0.22104337503835012,0.5389830508474577,0.9806975540086778,0.3069306930693069,0.5247524752475248
production_smdp,50,high,V3,normalized,303,295,0.22668629941385657,0.22472651460222737,0.535593220338983,0.9685562211582376,0.3102310231023102,0.5214521452145214
production_smdp,50,low,V0,raw,398,389,0.07198067277214205,0.11640577989408668,0.5578406169665809,1.0351882532777519,0.2638190954773869,0.5452261306532663
production_smdp,50,low,V0,normalized,398,389,0.08128548229212389,0.12329087973605132,0.5141388174807198,1.0396031152707492,0.2814070351758794,0.5025125628140703
production_smdp,50,low,V1,raw,398,389,0.07194247392324235,0.11634648582189619,0.5578406169665809,1.035197695115761,0.2638190954773869,0.5452261306532663
production_smdp,50,low,V1,normalized,398,389,0.08125036689225963,0.12326975143328811,0.5141388174807198,1.039608692639722,0.2814070351758794,0.5025125628140703
production_smdp,50,low,V2,raw,398,389,0.07194249317693668,0.11634648582189619,0.5578406169665809,1.0351976877478302,0.2638190954773869,0.5452261306532663
