lens,horizon,safe_set_bin,value_source,advantage_type,n,nonzero_reference_count,pearson,spearman,sign_agreement,normalized_mae,quartile_agreement,sign_agreement_including_zeros
production_smdp,20,1-5,V0,raw,55,37,0.14034096050671868,0.19404876315467703,0.7567567567567568,0.9470508898448062,0.4727272727272727,0.509090909090909
production_smdp,20,1-5,V0,normalized,55,37,0.08783598824068824,0.1579894676830096,0.2972972972972973,0.9559640172247368,0.2909090909090909,0.2
production_smdp,20,1-5,V1,raw,55,37,0.1403105498504227,0.19386927066932166,0.7567567567567568,0.9470605555608638,0.4909090909090909,0.509090909090909
production_smdp,20,1-5,V1,normalized,55,37,0.08782316812381152,0.15582271301232212,0.2972972972972973,0.9559645968140178,0.2909090909090909,0.2
production_smdp,20,1-5,V2,raw,55,37,0.1403105598340036,0.19314939048688773,0.7567567567567568,0.9470605531655241,0.4909090909090909,0.509090909090909
production_smdp,20,1-5,V2,normalized,55,37,0.0878232461716432,0.15582271301232212,0.2972972972972973,0.9559645743986875,0.2909090909090909,0.2
production_smdp,20,1-5,V3,raw,55,37,0.18401175560398397,0.44829259808952526,0.35135135135135137,0.931722048395525,0.41818181818181815,0.23636363636363636
production_smdp,20,1-5,V3,normalized,55,37,0.14202590039376728,0.3465705733436916,0.2972972972972973,0.9441248074755031,0.3090909090909091,0.2
production_smdp,20,16-28,V0,raw,840,840,0.16402488218497707,0.14763182991697574,0.5964285714285714,1.021328900616944,0.2916666666666667,0.5964285714285714
production_smdp,20,16-28,V0,normalized,840,840,0.16340457447262133,0.14565959261031586,0.5464285714285714,1.023581497005153,0.2857142857142857,0.5464285714285714
production_smdp,20,16-28,V1,raw,840,840,0.1639931535532589,0.14756531088018857,0.5964285714285714,1.021343582228534,0.2916666666666667,0.5964285714285714
production_smdp,20,16-28,V1,normalized,840,840,0.1633739297113131,0.14571535076807324,0.5464285714285714,1.0235924522375714,0.2857142857142857,0.5464285714285714
production_smdp,20,16-28,V2,raw,840,840,0.16399314574428722,0.14756531088018857,0.5964285714285714,1.021343586303829,0.2916666666666667,0.5964285714285714
production_smdp,20,16-28,V2,normalized,840,840,0.16337391159157336,0.14571535076807324,0.5464285714285714,1.0235924595669872,0.2857142857142857,0.5464285714285714
production_smdp,20,16-28,V3,raw,840,840,0.164918041068414,0.13876945137083874,0.5345238095238095,1.0164902292334286,0.2916666666666667,0.5345238095238095
production_smdp,20,16-28,V3,normalized,840,840,0.1654435324389502,0.1396168376942874,0.5321428571428571,1.0183393183423848,0.29642857142857143,0.5321428571428571
production_smdp,20,6-15,V0,raw,98,98,0.015567972854567768,0.023838517793161308,0.5714285714285714,1.1533895857244034,0.14285714285714285,0.5714285714285714
production_smdp,20,6-15,V0,normalized,98,98,0.04330924654910435,0.052413467730109846,0.4897959183673469,1.1065428272280018,0.16326530612244897,0.4897959183673469
production_smdp,20,6-15,V1,raw,98,98,0.015542346628005254,0.023838517793161308,0.5714285714285714,1.1533954183249377,0.14285714285714285,0.5714285714285714
production_smdp,20,6-15,V1,normalized,98,98,0.04328352728312777,0.052413467730109846,0.4897959183673469,1.1065534023030257,0.16326530612244897,0.4897959183673469
production_smdp,20,6-15,V2,raw,98,98,0.0155423645983618,0.023838517793161308,0.5714285714285714,1.153395412486674,0.14285714285714285,0.5714285714285714
production_smdp,20,6-15,V2,normalized,98,98,0.04328352927933458,0.052413467730109846,0.4897959183673469,1.1065534225514007,0.16326530612244897,0.4897959183673469
production_smdp,20,6-15,V3,raw,98,98,0.04707920823114074,0.06224537288436315,0.4897959183673469,1.1168853422702851,0.25510204081632654,0.4897959183673469
production_smdp,20,6-15,V3,normalized,98,98,0.08062312472363815,0.09811347219300089,0.4897959183673469,1.0841904094528012,0.24489795918367346,0.4897959183673469
production_smdp,20,empty,V0,raw,7,0,,,,0.8954557937935915,0.2857142857142857,0.0
production_smdp,20,empty,V0,normalized,7,0,,,,0.8765894378013671,0.2857142857142857,0.0
production_smdp,20,empty,V1,raw,7,0,,,,0.8954465799624343,0.2857142857142857,0.0
production_smdp,20,empty,V1,normalized,7,0,,,,0.8765998740099763,0.2857142857142857,0.0
production_smdp,20,empty,V2,raw,7,0,,,,0.895446583276606,0.2857142857142857,0.0
production_smdp,20,empty,V2,normalized,7,0,,,,0.8765998934670481,0.2857142857142857,0.0
production_smdp,20,empty,V3,raw,7,0,,,,0.8803900033121107,0.2857142857142857,0.0
production_smdp,20,empty,V3,normalized,7,0,,,,0.8678759453982253,0.2857142857142857,0.0
production_smdp,50,1-5,V0,raw,55,37,0.14034096050671738,0.19404876315467703,0.7567567567567568,0.9470508898448068,0.4727272727272727,0.509090909090909
production_smdp,50,1-5,V0,normalized,55,37,0.08783598824068659,0.1579894676830096,0.2972972972972973,0.9559640172247372,0.2909090909090909,0.2
production_smdp,50,1-5,V1,raw,55,37,0.14031054985042135,0.19386927066932166,0.7567567567567568,0.9470605555608645,0.4909090909090909,0.509090909090909
production_smdp,50,1-5,V1,normalized,55,37,0.0878231681238099,0.15582271301232212,0.2972972972972973,0.9559645968140186,0.2909090909090909,0.2
production_smdp,50,1-5,V2,raw,55,37,0.14031055983400226,0.19314939048688773,0.7567567567567568,0.9470605531655247,0.4909090909090909,0.509090909090909
production_smdp,50,1-5,V2,normalized,55,37,0.08782324617164158,0.15582271301232212,0.2972972972972973,0.955964574398688,0.2909090909090909,0.2
production_smdp,50,1-5,V3,raw,55,37,0.1840117556039827,0.44829259808952526,0.35135135135135137,0.9317220483955257,0.41818181818181815,0.23636363636363636
production_smdp,50,1-5,V3,normalized,55,37,0.14202590039376572,0.3465705733436916,0.2972972972972973,0.9441248074755036,0.3090909090909091,0.2
production_smdp,50,16-28,V0,raw,840,840,0.1640248821849772,0.1475704279515213,0.5964285714285714,1.0213289006169437,0.2916666666666667,0.5964285714285714
production_smdp,50,16-28,V0,normalized,840,840,0.1634045744726214,0.14560560084001792,0.5464285714285714,1.023581497005153,0.2857142857142857,0.5464285714285714
production_smdp,50,16-28,V1,raw,840,840,0.16399315355325905,0.1475036963315297,0.5964285714285714,1.021343582228534,0.2916666666666667,0.5964285714285714
production_smdp,50,16-28,V1,normalized,840,840,0.16337392971131312,0.14566163232009277,0.5464285714285714,1.0235924522375714,0.2857142857142857,0.5464285714285714
production_smdp,50,16-28,V2,raw,840,840,0.1639931457442873,0.1475036963315297,0.5964285714285714,1.021343586303829,0.2916666666666667,0.5964285714285714
production_smdp,50,16-28,V2,normalized,840,840,0.16337391159157344,0.14566163232009277,0.5464285714285714,1.0235924595669872,0.2857142857142857,0.5464285714285714
production_smdp,50,16-28,V3,raw,840,840,0.16491804106841412,0.13872882236565862,0.5345238095238095,1.0164902292334284,0.2916666666666667,0.5345238095238095
production_smdp,50,16-28,V3,normalized,840,840,0.16544353243895032,0.13959063410788333,0.5321428571428571,1.0183393183423843,0.29642857142857143,0.5321428571428571
production_smdp,50,6-15,V0,raw,98,98,0.015567972854567975,0.023838517793161308,0.5714285714285714,1.153389585724403,0.14285714285714285,0.5714285714285714
production_smdp,50,6-15,V0,normalized,98,98,0.04330924654910455,0.052413467730109846,0.4897959183673469,1.1065428272280016,0.16326530612244897,0.4897959183673469
production_smdp,50,6-15,V1,raw,98,98,0.015542346628005459,0.023838517793161308,0.5714285714285714,1.153395418324937,0.14285714285714285,0.5714285714285714
production_smdp,50,6-15,V1,normalized,98,98,0.04328352728312799,0.052413467730109846,0.4897959183673469,1.1065534023030255,0.16326530612244897,0.4897959183673469
production_smdp,50,6-15,V2,raw,98,98,0.01554236459836204,0.023838517793161308,0.5714285714285714,1.1533954124866737,0.14285714285714285,0.5714285714285714
production_smdp,50,6-15,V2,normalized,98,98,0.04328352927933485,0.052413467730109846,0.4897959183673469,1.1065534225514002,0.16326530612244897,0.4897959183673469
production_smdp,50,6-15,V3,raw,98,98,0.04707920823114128,0.06224537288436315,0.4897959183673469,1.1168853422702845,0.25510204081632654,0.4897959183673469
production_smdp,50,6-15,V3,normalized,98,98,0.0806231247236387,0.09811347219300089,0.4897959183673469,1.0841904094528003,0.24489795918367346,0.4897959183673469
production_smdp,50,empty,V0,raw,7,0,,,,0.8954557937935915,0.2857142857142857,0.0
production_smdp,50,empty,V0,normalized,7,0,,,,0.8765894378013671,0.2857142857142857,0.0
production_smdp,50,empty,V1,raw,7,0,,,,0.8954465799624343,0.2857142857142857,0.0
production_smdp,50,empty,V1,normalized,7,0,,,,0.8765998740099763,0.2857142857142857,0.0
production_smdp,50,empty,V2,raw,7,0,,,,0.895446583276606,0.2857142857142857,0.0
production_smdp,50,empty,V2,normalized,7,0,,,,0.8765998934670481,0.2857142857142857,0.0
production_smdp,50,empty,V3,raw,7,0,,,,0.8803900033121107,0.2857142857142857,0.0
production_smdp,50,empty,V3,normalized,7,0,,,,0.8678759453982253,0.2857142857142857,0.0
