episode,task_id,state_id,split,dataset_index,max_backlog,load,requirement,safe_set_bin,safe_set_size,effective_set_size
214,173,ep214_task173,test,42772,0.0,low,0.9,16-28,28,28
214,187,ep214_task187,test,42786,1.8053957759246246,high,0.9999,16-28,23,23
214,200,ep214_task200,test,42799,0.12887936632343355,medium,0.9999,1-5,1,1
218,1,ep218_task001,test,43400,0.0,low,0.99,16-28,28,28
218,14,ep218_task014,test,43413,1.2104267720818582,medium,0.9,16-28,28,28
218,28,ep218_task028,test,43427,3.5366014586721097,high,0.9,16-28,28,28
218,41,ep218_task041,test,43440,1.5509608332222315,medium,0.999,16-28,28,28
218,54,ep218_task054,test,43453,0.0,low,0.999,16-28,19,19
218,67,ep218_task067,test,43466,0.19771616658545665,medium,0.99,16-28,27,27
218,81,ep218_task081,test,43480,0.0,low,0.99,16-28,27,27
218,94,ep218_task094,test,43493,0.5680387681456294,medium,0.999,16-28,16,16
218,107,ep218_task107,test,43506,4.304669510405423,high,0.9,16-28,28,28
218,120,ep218_task120,test,43519,1.661029076424004,medium,0.9999,6-15,6,6
218,134,ep218_task134,test,43533,0.6834528412605039,medium,0.9,16-28,28,28
218,147,ep218_task147,test,43546,0.2156847616257891,medium,0.9,16-28,28,28
218,160,ep218_task160,test,43559,0.0,low,0.9,16-28,28,28
218,173,ep218_task173,test,43572,0.0,low,0.9,16-28,28,28
218,187,ep218_task187,test,43586,2.3155392388946385,high,0.9999,16-28,18,18
218,200,ep218_task200,test,43599,0.23600554083498082,medium,0.9999,6-15,6,6
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28
220,14,ep220_task014,test,43813,0.0,low,0.9,16-28,28,28
220,28,ep220_task028,test,43827,0.93017463721376,medium,0.9,16-28,28,28
220,41,ep220_task041,test,43840,3.5647397853473097,high,0.999,16-28,28,28
220,54,ep220_task054,test,43853,0.0,low,0.999,16-28,24,24
220,67,ep220_task067,test,43866,1.5575811419036203,medium,0.99,16-28,28,28
220,81,ep220_task081,test,43880,0.09497582235031188,medium,0.99,16-28,28,28
220,94,ep220_task094,test,43893,0.0,low,0.999,16-28,19,19
220,107,ep220_task107,test,43906,1.0288889580487586,medium,0.9,16-28,28,28
220,120,ep220_task120,test,43919,2.675946609300161,high,0.9999,6-15,7,7
220,134,ep220_task134,test,43933,4.108042567569252,high,0.9,16-28,28,28
220,147,ep220_task147,test,43946,2.291937071352543,high,0.9,16-28,28,28
220,160,ep220_task160,test,43959,0.4608128119264232,medium,0.9,16-28,28,28
220,173,ep220_task173,test,43972,0.0,low,0.9,16-28,28,28
220,187,ep220_task187,test,43986,1.2895381565708703,medium,0.9999,16-28,23,23
220,200,ep220_task200,test,43999,0.0,low,0.9999,1-5,5,5
221,1,ep221_task001,test,44000,0.0,low,0.99,16-28,28,28
221,14,ep221_task014,test,44013,0.008016202459389943,low,0.9,16-28,28,28
221,28,ep221_task028,test,44027,2.2590834499285517,high,0.9,16-28,28,28
221,41,ep221_task041,test,44040,1.2640167140949758,medium,0.999,16-28,28,28
221,54,ep221_task054,test,44053,0.0,low,0.999,16-28,19,19
221,67,ep221_task067,test,44066,0.0,low,0.99,16-28,28,28
221,81,ep221_task081,test,44080,1.5293114526244886,medium,0.99,16-28,28,28
221,94,ep221_task094,test,44093,2.302686410366988,high,0.999,6-15,15,15
221,107,ep221_task107,test,44106,1.826048141656413,high,0.9,16-28,28,28
221,120,ep221_task120,test,44119,0.7246544062967928,medium,0.9999,1-5,3,3
221,134,ep221_task134,test,44133,1.3762188212682633,medium,0.9,16-28,28,28
221,147,ep221_task147,test,44146,1.751436469208803,high,0.9,16-28,28,28
221,160,ep221_task160,test,44159,0.0,low,0.9,16-28,28,28
221,173,ep221_task173,test,44172,9.010465738475455,high,0.9,16-28,28,28
221,187,ep221_task187,test,44186,2.262683325532199,high,0.9999,16-28,18,18
221,200,ep221_task200,test,44199,1.6584864802078756,medium,0.9999,1-5,2,2
222,1,ep222_task001,test,44200,0.0,low,0.99,16-28,28,28
222,14,ep222_task014,test,44213,0.0,low,0.9,16-28,28,28
222,28,ep222_task028,test,44227,1.6393157296292307,medium,0.9,16-28,28,28
222,41,ep222_task041,test,44240,4.296214147676517,high,0.999,16-28,28,28
222,54,ep222_task054,test,44253,0.0,low,0.999,16-28,19,19
222,67,ep222_task067,test,44266,0.0,low,0.99,16-28,28,28
222,81,ep222_task081,test,44280,0.0,low,0.99,16-28,27,27
222,94,ep222_task094,test,44293,0.0,low,0.999,6-15,8,8
222,107,ep222_task107,test,44306,0.0,low,0.9,16-28,28,28
222,120,ep222_task120,test,44319,2.7994156213562027,high,0.9999,1-5,3,3
222,134,ep222_task134,test,44333,0.0,low,0.9,16-28,28,28
222,147,ep222_task147,test,44346,0.5200789523281224,medium,0.9,16-28,28,28
222,160,ep222_task160,test,44359,1.1797801316859486,medium,0.9,16-28,28,28
222,173,ep222_task173,test,44372,3.8866716578320704,high,0.9,16-28,28,28
222,187,ep222_task187,test,44386,0.0,low,0.9999,16-28,19,19
222,200,ep222_task200,test,44399,0.9633824993831201,medium,0.9999,1-5,2,2
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28
223,14,ep223_task014,test,44413,0.3326745406139755,medium,0.9,16-28,28,28
223,28,ep223_task028,test,44427,0.33936806075482107,medium,0.9,16-28,28,28
223,41,ep223_task041,test,44440,0.0,low,0.999,16-28,28,28
223,54,ep223_task054,test,44453,0.0,low,0.999,16-28,21,21
223,67,ep223_task067,test,44466,0.793418516766161,medium,0.99,16-28,28,28
223,81,ep223_task081,test,44480,1.1488791681760702,medium,0.99,16-28,28,28
223,94,ep223_task094,test,44493,0.8448471645497193,medium,0.999,16-28,16,16
223,107,ep223_task107,test,44506,1.2123439142529737,medium,0.9,16-28,28,28
223,120,ep223_task120,test,44519,3.1264200680813943,high,0.9999,empty,0,1
223,134,ep223_task134,test,44533,3.812609746186001,high,0.9,16-28,28,28
223,147,ep223_task147,test,44546,1.9732316563324956,high,0.9,16-28,28,28
223,160,ep223_task160,test,44559,0.0,low,0.9,16-28,28,28
223,173,ep223_task173,test,44572,0.0,low,0.9,16-28,28,28
223,187,ep223_task187,test,44586,2.7339515841414936,high,0.9999,16-28,21,21
223,200,ep223_task200,test,44599,0.0,low,0.9999,empty,0,1
232,1,ep232_task001,test,46200,0.0,low,0.99,16-28,28,28
232,14,ep232_task014,test,46213,1.653297872061368,medium,0.9,16-28,28,28
232,28,ep232_task028,test,46227,2.0692603669134164,high,0.9,16-28,28,28
232,41,ep232_task041,test,46240,0.721155790679656,medium,0.999,16-28,28,28
232,54,ep232_task054,test,46253,2.105251696323333,high,0.999,16-28,18,18
232,67,ep232_task067,test,46266,2.679646562746338,high,0.99,16-28,28,28
232,81,ep232_task081,test,46280,1.3819570674293808,medium,0.99,16-28,28,28
232,94,ep232_task094,test,46293,0.0,low,0.999,6-15,12,12
232,107,ep232_task107,test,46306,0.0,low,0.9,16-28,28,28
232,120,ep232_task120,test,46319,0.5065047363126687,medium,0.9999,1-5,2,2
232,134,ep232_task134,test,46333,1.0411125412737354,medium,0.9,16-28,28,28
232,147,ep232_task147,test,46346,0.0,low,0.9,16-28,28,28
232,160,ep232_task160,test,46359,0.739227424633801,medium,0.9,16-28,28,28
232,173,ep232_task173,test,46372,0.0,low,0.9,16-28,28,28
232,187,ep232_task187,test,46386,1.054746070152646,medium,0.9999,16-28,17,17
232,200,ep232_task200,test,46399,1.3123900622795128,medium,0.9999,1-5,2,2
243,1,ep243_task001,test,48400,0.0,low,0.99,16-28,28,28
243,14,ep243_task014,test,48413,0.3734498473571022,medium,0.9,16-28,28,28
243,28,ep243_task028,test,48427,0.0,low,0.9,16-28,28,28
243,41,ep243_task041,test,48440,0.0,low,0.999,16-28,27,27
243,54,ep243_task054,test,48453,0.6025488039779583,medium,0.999,16-28,18,18
243,67,ep243_task067,test,48466,0.0,low,0.99,16-28,27,27
243,81,ep243_task081,test,48480,1.6272835810868136,medium,0.99,16-28,25,25
243,94,ep243_task094,test,48493,1.8904027543841146,high,0.999,6-15,14,14
243,107,ep243_task107,test,48506,0.0,low,0.9,16-28,28,28
243,120,ep243_task120,test,48519,2.5555383417752218,high,0.9999,1-5,5,5
243,134,ep243_task134,test,48533,0.0,low,0.9,16-28,28,28
243,147,ep243_task147,test,48546,1.1257156327026943,medium,0.9,16-28,28,28
243,160,ep243_task160,test,48559,0.0,low,0.9,16-28,28,28
243,173,ep243_task173,test,48572,2.27714322842351,high,0.9,16-28,28,28
243,187,ep243_task187,test,48586,1.4413207426926724,medium,0.9999,16-28,18,18
243,200,ep243_task200,test,48599,0.9521045825809058,medium,0.9999,1-5,4,4
247,1,ep247_task001,test,49200,0.0,low,0.99,16-28,28,28
247,14,ep247_task014,test,49213,0.0158764607863211,low,0.9,16-28,28,28
247,28,ep247_task028,test,49227,1.1825333728565774,medium,0.9,16-28,28,28
247,41,ep247_task041,test,49240,1.1121744183845645,medium,0.999,16-28,27,27
247,54,ep247_task054,test,49253,0.09211529212134434,medium,0.999,16-28,16,16
247,67,ep247_task067,test,49266,4.291231876579678,high,0.99,16-28,26,26
247,81,ep247_task081,test,49280,0.5556131159482234,medium,0.99,16-28,26,26
247,94,ep247_task094,test,49293,0.0,low,0.999,6-15,11,11
247,107,ep247_task107,test,49306,1.5093611918459886,medium,0.9,16-28,28,28
247,120,ep247_task120,test,49319,1.2743462497346378,medium,0.9999,1-5,1,1
247,134,ep247_task134,test,49333,0.9425022425217444,medium,0.9,16-28,28,28
247,147,ep247_task147,test,49346,0.0,low,0.9,16-28,28,28
247,160,ep247_task160,test,49359,0.0,low,0.9,16-28,28,28
247,173,ep247_task173,test,49372,2.573554551415153,high,0.9,16-28,28,28
247,187,ep247_task187,test,49386,2.6228401039951397,high,0.9999,16-28,16,16
247,200,ep247_task200,test,49399,3.3544338313566073,high,0.9999,empty,0,1
263,1,ep263_task001,test,52400,0.0,low,0.99,16-28,28,28
263,14,ep263_task014,test,52413,2.30034278737604,high,0.9,16-28,28,28
263,28,ep263_task028,test,52427,1.7147338687605282,high,0.9,16-28,28,28
263,41,ep263_task041,test,52440,0.0,low,0.999,16-28,28,28
263,54,ep263_task054,test,52453,1.1930254238004951,medium,0.999,16-28,23,23
263,67,ep263_task067,test,52466,0.0,low,0.99,16-28,28,28
263,81,ep263_task081,test,52480,3.818529067226908,high,0.99,16-28,28,28
263,94,ep263_task094,test,52493,0.0,low,0.999,16-28,17,17
263,107,ep263_task107,test,52506,0.0,low,0.9,16-28,28,28
263,120,ep263_task120,test,52519,0.0,low,0.9999,6-15,8,8
263,134,ep263_task134,test,52533,5.07578001433734,high,0.9,16-28,28,28
263,147,ep263_task147,test,52546,0.0,low,0.9,16-28,28,28
263,160,ep263_task160,test,52559,0.0,low,0.9,16-28,28,28
263,173,ep263_task173,test,52572,3.100401765775094,high,0.9,16-28,28,28
263,187,ep263_task187,test,52586,0.7750355026435356,medium,0.9999,16-28,23,23
263,200,ep263_task200,test,52599,0.0,low,0.9999,6-15,7,7
264,1,ep264_task001,test,52600,0.0,low,0.99,16-28,28,28
264,14,ep264_task014,test,52613,0.0,low,0.9,16-28,28,28
264,28,ep264_task028,test,52627,1.8475712405136013,high,0.9,16-28,28,28
264,41,ep264_task041,test,52640,1.0797356848418644,medium,0.999,16-28,28,28
264,54,ep264_task054,test,52653,0.0,low,0.999,16-28,23,23
264,67,ep264_task067,test,52666,1.5788295859355608,medium,0.99,16-28,28,28
264,81,ep264_task081,test,52680,3.399965474418414,high,0.99,16-28,28,28
264,94,ep264_task094,test,52693,1.8355274218434716,high,0.999,16-28,17,17
264,107,ep264_task107,test,52706,2.952046847851375,high,0.9,16-28,28,28
264,120,ep264_task120,test,52719,1.6477969643616808,medium,0.9999,6-15,6,6
264,134,ep264_task134,test,52733,3.1843672247399413,high,0.9,16-28,28,28
264,147,ep264_task147,test,52746,2.2900138341726852,high,0.9,16-28,28,28
264,160,ep264_task160,test,52759,0.0,low,0.9,16-28,28,28
264,173,ep264_task173,test,52772,0.7411322362459867,medium,0.9,16-28,28,28
264,187,ep264_task187,test,52786,1.779895941808661,high,0.9999,16-28,22,22
264,200,ep264_task200,test,52799,1.3571221035495602,medium,0.9999,6-15,6,6
273,1,ep273_task001,test,54400,0.0,low,0.99,16-28,28,28
273,14,ep273_task014,test,54413,0.03176344598203218,low,0.9,16-28,28,28
273,28,ep273_task028,test,54427,2.490939399656539,high,0.9,16-28,28,28
273,41,ep273_task041,test,54440,1.6814409931841063,high,0.999,16-28,28,28
273,54,ep273_task054,test,54453,0.36732351139141384,medium,0.999,16-28,22,22
273,67,ep273_task067,test,54466,0.8849264413115159,medium,0.99,16-28,28,28
273,81,ep273_task081,test,54480,1.4664920339306142,medium,0.99,16-28,27,27
273,94,ep273_task094,test,54493,2.6253099306791112,high,0.999,16-28,16,16
273,107,ep273_task107,test,54506,1.4773952478953498,medium,0.9,16-28,28,28
273,120,ep273_task120,test,54519,2.3053530907685094,high,0.9999,6-15,6,6
273,134,ep273_task134,test,54533,2.7121571628530203,high,0.9,16-28,28,28
273,147,ep273_task147,test,54546,1.8380913065429354,high,0.9,16-28,28,28
273,160,ep273_task160,test,54559,0.0,low,0.9,16-28,28,28
273,173,ep273_task173,test,54572,1.0833713485153265,medium,0.9,16-28,28,28
273,187,ep273_task187,test,54586,0.6894673261759827,medium,0.9999,16-28,22,22
273,200,ep273_task200,test,54599,2.906824846622514,high,0.9999,1-5,4,4
277,1,ep277_task001,test,55200,0.0,low,0.99,16-28,28,28
277,14,ep277_task014,test,55213,1.2503641489286865,medium,0.9,16-28,28,28
277,28,ep277_task028,test,55227,2.142572898845257,high,0.9,16-28,28,28
277,41,ep277_task041,test,55240,0.702133167473578,medium,0.999,16-28,28,28
277,54,ep277_task054,test,55253,0.0,low,0.999,16-28,17,17
277,67,ep277_task067,test,55266,0.7906237633329222,medium,0.99,16-28,28,28
277,81,ep277_task081,test,55280,0.0,low,0.99,16-28,27,27
277,94,ep277_task094,test,55293,0.0,low,0.999,6-15,12,12
277,107,ep277_task107,test,55306,2.0486983664988796,high,0.9,16-28,28,28
277,120,ep277_task120,test,55319,9.923825672677395,high,0.9999,empty,0,1
277,134,ep277_task134,test,55333,2.3131000692730366,high,0.9,16-28,28,28
277,147,ep277_task147,test,55346,0.0,low,0.9,16-28,28,28
277,160,ep277_task160,test,55359,0.8478767613962808,medium,0.9,16-28,28,28
277,173,ep277_task173,test,55372,0.0,low,0.9,16-28,28,28
277,187,ep277_task187,test,55386,0.0,low,0.9999,16-28,17,17
277,200,ep277_task200,test,55399,2.0540274707790447,high,0.9999,empty,0,1
284,1,ep284_task001,test,56600,0.0,low,0.99,16-28,28,28
284,14,ep284_task014,test,56613,1.0580967080661192,medium,0.9,16-28,28,28
284,28,ep284_task028,test,56627,1.0170381116222633,medium,0.9,16-28,28,28
284,41,ep284_task041,test,56640,2.578187648560524,high,0.999,16-28,28,28
284,54,ep284_task054,test,56653,0.0,low,0.999,16-28,19,19
284,67,ep284_task067,test,56666,0.2563861829385742,medium,0.99,16-28,28,28
284,81,ep284_task081,test,56680,2.417728817832824,high,0.99,16-28,27,27
284,94,ep284_task094,test,56693,1.8114076724818649,high,0.999,6-15,11,11
284,107,ep284_task107,test,56706,1.587605624160656,medium,0.9,16-28,28,28
284,120,ep284_task120,test,56719,0.0,low,0.9999,1-5,2,2
284,134,ep284_task134,test,56733,2.9225661650774724,high,0.9,16-28,28,28
284,147,ep284_task147,test,56746,0.0,low,0.9,16-28,28,28
284,160,ep284_task160,test,56759,0.8137027750746759,medium,0.9,16-28,28,28
284,173,ep284_task173,test,56772,1.774402697905225,high,0.9,16-28,28,28
284,187,ep284_task187,test,56786,2.765135885325018,high,0.9999,16-28,18,18
284,200,ep284_task200,test,56799,0.7890751940249008,medium,0.9999,1-5,2,2
285,1,ep285_task001,test,56800,0.0,low,0.99,16-28,28,28
285,14,ep285_task014,test,56813,0.0,low,0.9,16-28,28,28
285,28,ep285_task028,test,56827,2.1419314756695504,high,0.9,16-28,28,28
285,41,ep285_task041,test,56840,1.121432142653441,medium,0.999,16-28,28,28
285,54,ep285_task054,test,56853,0.0,low,0.999,16-28,23,23
285,67,ep285_task067,test,56866,1.1689303650716596,medium,0.99,16-28,28,28
285,81,ep285_task081,test,56880,0.8762074251050365,medium,0.99,16-28,28,28
285,94,ep285_task094,test,56893,1.1687162489736806,medium,0.999,16-28,16,16
285,107,ep285_task107,test,56906,4.633850342963557,high,0.9,16-28,28,28
285,120,ep285_task120,test,56919,9.34577198139786,high,0.9999,1-5,2,2
285,134,ep285_task134,test,56933,4.243180306486871,high,0.9,16-28,28,28
285,147,ep285_task147,test,56946,4.252807318917604,high,0.9,16-28,28,28
285,160,ep285_task160,test,56959,0.5607096385600888,medium,0.9,16-28,28,28
285,173,ep285_task173,test,56972,0.0,low,0.9,16-28,28,28
285,187,ep285_task187,test,56986,0.808929139599508,medium,0.9999,16-28,23,23
285,200,ep285_task200,test,56999,2.0457621189750705,high,0.9999,1-5,2,2
289,1,ep289_task001,test,57600,0.0,low,0.99,16-28,28,28
289,14,ep289_task014,test,57613,1.3786951653047779,medium,0.9,16-28,28,28
289,28,ep289_task028,test,57627,3.5251482974911714,high,0.9,16-28,28,28
289,41,ep289_task041,test,57640,0.0,low,0.999,16-28,27,27
289,54,ep289_task054,test,57653,0.0,low,0.999,16-28,17,17
289,67,ep289_task067,test,57666,0.31759084098186463,medium,0.99,16-28,27,27
289,81,ep289_task081,test,57680,1.0968912767152308,medium,0.99,16-28,27,27
289,94,ep289_task094,test,57693,0.0,low,0.999,6-15,13,13
289,107,ep289_task107,test,57706,0.0,low,0.9,16-28,28,28
289,120,ep289_task120,test,57719,1.8366478647982412,high,0.9999,1-5,4,4
289,134,ep289_task134,test,57733,1.0165025823558267,medium,0.9,16-28,28,28
289,147,ep289_task147,test,57746,4.116919847344399,high,0.9,16-28,28,28
289,160,ep289_task160,test,57759,0.9776335700333496,medium,0.9,16-28,28,28
289,173,ep289_task173,test,57772,2.933369433484984,high,0.9,16-28,28,28
289,187,ep289_task187,test,57786,1.770297889346624,high,0.9999,16-28,17,17
289,200,ep289_task200,test,57799,1.5450402793222224,medium,0.9999,1-5,3,3
296,1,ep296_task001,test,59000,0.0,low,0.99,16-28,28,28
296,14,ep296_task014,test,59013,0.5970132945445946,medium,0.9,16-28,28,28
296,28,ep296_task028,test,59027,2.191269742740315,high,0.9,16-28,28,28
296,41,ep296_task041,test,59040,2.1916460241128295,high,0.999,16-28,28,28
296,54,ep296_task054,test,59053,1.7694407008675852,high,0.999,16-28,21,21
296,67,ep296_task067,test,59066,0.41484160057244024,medium,0.99,16-28,28,28
296,81,ep296_task081,test,59080,0.0,low,0.99,16-28,28,28
296,94,ep296_task094,test,59093,1.0104653357595623,medium,0.999,16-28,16,16
296,107,ep296_task107,test,59106,2.3818380271580017,high,0.9,16-28,28,28
296,120,ep296_task120,test,59119,0.48729076847366226,medium,0.9999,1-5,3,3
296,134,ep296_task134,test,59133,0.0,low,0.9,16-28,28,28
296,147,ep296_task147,test,59146,4.710251381595034,high,0.9,16-28,28,28
296,160,ep296_task160,test,59159,1.1705366534490622,medium,0.9,16-28,28,28
296,173,ep296_task173,test,59172,0.0,low,0.9,16-28,28,28
296,187,ep296_task187,test,59186,1.397040064005349,medium,0.9999,16-28,19,19
296,200,ep296_task200,test,59199,2.4032962467808034,high,0.9999,1-5,3,3
