trial_id,policy,R_req,tasks,mean_reward,mean_latency,p50_latency,p90_latency,p95_latency,overall_rsr,feasibility_rate,conditional_rsr,avoidable_violation_rate,unavoidable_violation_rate,empty_safe_set_rate,mean_empty_deficit,p95_empty_deficit,avoidable_violation_count,unavoidable_violation_count,mean_safe_set_size,pair_selection_hhi,pair_selection_entropy,top1_pair_frequency,unique_selected_pairs,pair_78_frequency,mean_masked_entropy
4,masked_greedy,0.99,1000,53.530947963282046,3.071048641358186,2.473827062787961,5.72475064906071,7.709585747566051,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.489,0.9607619999999999,0.10200941814664945,0.98,3,0.98,3.1609168758392334
4,masked_greedy,0.999,1000,50.93758070638821,3.3498580954694077,2.501986566839548,6.218065788034435,8.284418349640863,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,22.795,0.921206,0.17910053960874373,0.959,3,0.959,2.9651288334131243
4,masked_greedy,0.9999,1000,43.14623084750908,3.4702866997247246,2.630458338245006,6.776430850075985,8.920789944237356,0.932,0.932,1.0,0.0,0.068,0.068,4.805966977929202e-05,0.0001244851538345,0,68,10.27,0.864858,0.34751096223396066,0.929,7,0.929,1.906980399429798
4,masked_stochastic,0.9,1000,59.157108502274674,2.170423361570495,2.1451673779948965,3.334581805856227,3.8014258985350002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.991,0.047922000000000006,3.1704009323579303,0.093,28,0.093,3.1570320031642916
4,masked_stochastic,0.99,1000,65.43510651614062,1.9356122088573064,1.8032374881195885,3.1350826040163327,3.5808181829830104,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.489,0.049578,3.141865735299929,0.093,28,0.093,3.14086595082283
4,masked_stochastic,0.999,1000,65.86641495463373,1.9036559374057538,1.8119695636587707,3.0259850688566545,3.373727429919981,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,22.795,0.057687999999999996,3.025853705995849,0.104,27,0.104,2.947757390618324
4,masked_stochastic,0.9999,1000,57.129437522568374,2.0649497280019307,1.991563879866049,3.0609727309961814,3.696177567173413,0.932,0.932,1.0,0.0,0.068,0.068,4.805966977929202e-05,0.0001244851538345,0,68,10.27,0.119108,2.4969753264320746,0.252,25,0.252,1.8988838234543801
4,pair,0.9,1000,44.938539787822954,3.5980042363887152,2.8080668687769874,6.575941197762762,8.934462158471588,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.991,0.9900500000000001,0.03147906594716675,0.995,2,0.995,2.47273178935051
4,pair,0.99,1000,52.593963429136664,3.1665375019411357,2.4876428148700853,5.968754015845638,7.8702722726418655,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,27.489,0.982162,0.05135415426509298,0.991,2,0.991,2.4490910758972166
4,pair,0.999,1000,48.89799436948881,3.5050804089178356,2.714062526479921,6.455552973668725,8.70046318909021,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,22.795,0.9860979999999999,0.04170835854189348,0.993,2,0.993,2.4398507692813873
4,pair,0.9999,1000,39.106234591149814,3.6781515188986726,2.7383035112789003,7.466143549907202,9.78926533720222,0.883,0.932,0.9474248927038627,0.049,0.068,0.068,4.805966977929202e-05,0.0001244851538345,49,68,10.27,0.982162,0.05135415426509298,0.991,2,0.991,2.4357210040092467
5,flat,0.9,1000,46.81294690451566,3.2044975929509025,2.694410539289237,6.018535985399637,7.278519571413338,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,28.0,1.0,-0.0,1.0,1,1.0,2.524457106113434
