state_id,trial_id,task_id,action_index,pair,next_task_id,interval_duration_seconds,next_effective_mask_size,next_q_expectation,next_action_q_spread,next_action_q_weighted_std,discount_term,bootstrap_term
trial_000_ep1_task009,0,9,8,"(2, 4)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,9,"(2, 5)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,10,"(2, 6)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,11,"(2, 7)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,12,"(2, 8)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,13,"(3, 4)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,14,"(3, 5)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,15,"(3, 6)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,16,"(3, 7)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,17,"(3, 8)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,18,"(4, 5)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,19,"(4, 6)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,20,"(4, 7)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,21,"(4, 8)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,22,"(5, 6)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,23,"(5, 7)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,24,"(5, 8)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,25,"(6, 7)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,26,"(6, 8)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task009,0,9,27,"(7, 8)",10,0.2293861620265662,16,36.8668649634646,0.0031204223632812,0.0009049372978634,0.976121469053229,35.986538387524085
trial_000_ep1_task010,0,10,4,"(1, 6)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,5,"(1, 7)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,10,"(2, 6)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,11,"(2, 7)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,13,"(3, 4)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,15,"(3, 6)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,16,"(3, 7)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,17,"(3, 8)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,19,"(4, 6)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,20,"(4, 7)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,21,"(4, 8)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,22,"(5, 6)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,23,"(5, 7)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,25,"(6, 7)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,26,"(6, 8)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task010,0,10,27,"(7, 8)",11,0.1020829206767253,1,36.86727523803711,0.0,0.0,0.9893021245147352,36.4728737180596
trial_000_ep1_task011,0,11,25,"(6, 7)",12,0.1971411813470549,7,36.867816674249504,0.0012359619140625,0.000333751168325,0.9794433327386736,36.10993723422538
trial_000_ep1_task014,0,14,0,"(1, 2)",15,1.2651924136559425,24,36.8634942533082,0.0160903930664062,0.003527608658847,0.8752013322350578,32.26297928133473
