source,Episode,Task_ID,R_req,sampled_action,greedy_action,sampled_regret,greedy_regret,optimal_set_size,top1_hit,top3_hit,top5_hit,optimal_set_probability_mass,uniform_optimal_set_mass,optimal_mass_lift_over_uniform,spearman_logit_reward,kendall_logit_reward,spearman_probability_negative_regret
evaluation,4,5,0.999,27,27,65.21106027023993,65.21106027023993,7,0,0,1,0.23708727210760117,0.25,-0.012912727892398834,0.19496177953988789,0.1261185127565201,0.19496177953988789
evaluation,4,15,0.999,27,27,72.25786823437141,72.25786823437141,7,0,1,1,0.44617344881407917,0.25,0.19617344881407917,0.28659381592363514,0.2522370255130402,0.28659381592363514
evaluation,4,17,0.99,27,27,6.457311838726653,6.457311838726653,7,0,1,1,0.4440598750952631,0.25,0.19405987509526312,0.3943798283264018,0.2923656432082966,0.3943798283264018
evaluation,4,18,0.9,27,27,24.544926483428398,24.544926483428398,7,0,1,1,0.43987709493376315,0.25,0.18987709493376315,0.2896575010306906,0.25796968518379115,0.2896575010306906
evaluation,4,24,0.9,27,27,38.53849476447091,38.53849476447091,7,0,1,1,0.4456668058410287,0.25,0.1956668058410287,0.3085966453288511,0.25796968518379115,0.3085966453288511
evaluation,4,25,0.9999,27,27,42.9118701542018,42.9118701542018,4,0,1,1,0.38919144682586193,0.14285714285714285,0.24633430396871908,0.8517774769396577,0.6863887488936394,0.8517774769396577
evaluation,4,33,0.99,27,27,46.97452645056511,46.97452645056511,7,0,1,1,0.4462683363817632,0.25,0.19626833638176322,0.33338464301320825,0.28663298353754574,0.33338464301320825
evaluation,4,42,0.99,27,27,21.31479077841805,21.31479077841805,7,0,1,1,0.4452092556748539,0.25,0.19520925567485392,0.31528104919879013,0.26943500452529295,0.31528104919879013
evaluation,4,46,0.9999,27,27,0.0,0.0,4,1,1,1,0.42968751303851604,0.14285714285714285,0.2868303701813732,0.8811207448187768,0.7292880456994919,0.8811207448187768
evaluation,4,47,0.9,27,27,0.0,0.0,7,1,1,1,0.482579093426466,0.25,0.232579093426466,0.64337387248163,0.5102067106968313,0.64337387248163
evaluation,4,48,0.999,27,27,0.0,0.0,7,1,1,1,0.5442408316303045,0.25,0.29424083163030446,0.6956193226493865,0.5848793397649142,0.6956193226493865
evaluation,4,55,0.99,27,27,0.0,0.0,7,1,1,1,0.47812416474334896,0.25,0.22812416474334896,0.5974185958757993,0.48154341234307674,0.5974185958757993
evaluation,4,60,0.999,27,27,0.0,0.0,7,1,1,1,0.48583083413541317,0.25,0.23583083413541317,0.6024543244896113,0.48576980543621523,0.6024543244896113
evaluation,4,64,0.99,27,27,26.828504253715664,26.828504253715664,7,0,1,1,0.44561982597224414,0.25,0.19561982597224414,0.31528104919879013,0.26943500452529295,0.31528104919879013
evaluation,4,68,0.99,27,27,14.246061069652846,14.246061069652846,7,0,1,1,0.4439806065056473,0.25,0.1939806065056473,0.3718199652653576,0.28663298353754574,0.3718199652653576
evaluation,4,73,0.9999,27,27,0.0,0.0,6,1,1,1,0.48266752250492573,0.21428571428571427,0.2683818082192114,0.8539745214166611,0.6980827842898291,0.8539745214166611
evaluation,4,74,0.9,27,27,2.8374847118691378,2.8374847118691378,7,0,1,1,0.4371461614500731,0.25,0.18714616145007312,0.46735123723990263,0.3382269205743039,0.46735123723990263
evaluation,4,75,0.999,27,27,0.0,0.0,7,1,1,1,0.540585647104308,0.25,0.290585647104308,0.6956193226493865,0.5848793397649142,0.6956193226493865
evaluation,4,87,0.9999,27,27,27.71628081138198,27.71628081138198,4,0,1,1,0.3938248651102185,0.14285714285714285,0.2509677222530757,0.8259992789897775,0.6756639246921763,0.8259992789897775
evaluation,4,93,0.999,27,27,0.0,0.0,6,1,1,1,0.5436781262978911,0.21428571428571427,0.32939241201217684,0.82508346641207,0.7011775013540086,0.82508346641207
evaluation,4,96,0.9,27,27,1.346180041659096,1.346180041659096,7,0,1,1,0.43970726639963686,0.25,0.18970726639963686,0.4804415281518666,0.3783555382695603,0.4804415281518666
evaluation,4,98,0.9999,27,27,21.343819008784877,21.343819008784877,7,0,0,1,0.2366149015724659,0.25,-0.013385098427534103,0.28785724462251794,0.2051057314819993,0.28785724462251794
evaluation,4,103,0.99,27,27,0.0,0.0,7,1,1,1,0.48324442305602133,0.25,0.23324442305602133,0.5974185958757993,0.48154341234307674,0.5974185958757993
evaluation,4,106,0.9,27,27,38.26303969619544,38.26303969619544,7,0,1,1,0.4433929738588631,0.25,0.19339297385886312,0.3155595660267042,0.2751676641960439,0.3155595660267042
evaluation,4,110,0.9999,27,27,16.64426692186742,16.64426692186742,5,0,1,1,0.4364698501303792,0.17857142857142858,0.2578984215589506,0.8203037374899996,0.6741619973185056,0.8203037374899996
evaluation,4,119,0.9999,27,27,0.0,0.0,4,1,1,1,0.4312856001779437,0.14285714285714285,0.28842845732080086,0.872020550066198,0.7093560330895942,0.872020550066198
evaluation,4,122,0.99,27,27,0.0,0.0,7,1,1,1,0.5445294361561537,0.25,0.2945294361561537,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,4,124,0.9,27,27,27.934524749190743,27.934524749190743,7,0,1,1,0.44361919118091464,0.25,0.19361919118091464,0.3155595660267042,0.2751676641960439,0.3155595660267042
evaluation,4,125,0.999,27,27,25.373846152860573,25.373846152860573,7,0,1,1,0.4439387950114906,0.25,0.19393879501149058,0.566562836725464,0.4630444995115001,0.566562836725464
evaluation,4,135,0.999,27,27,15.901240196634234,15.901240196634234,7,0,1,1,0.4520953909959644,0.25,0.2020953909959644,0.5663652749449172,0.4609334172247466,0.5663652749449172
evaluation,4,142,0.99,27,27,63.173173920887834,63.173173920887834,7,0,0,1,0.24424684094265103,0.25,-0.005753159057348967,0.19050551029326188,0.1261185127565201,0.19050551029326188
evaluation,4,145,0.9,27,27,23.838402285388426,23.838402285388426,7,0,1,1,0.44479336286894977,0.25,0.19479336286894977,0.3155595660267042,0.2751676641960439,0.3155595660267042
evaluation,4,146,0.999,27,27,17.473144386166517,17.473144386166517,7,0,1,1,0.44740817160345614,0.25,0.19740817160345614,0.5782741780366685,0.47210756067261933,0.5782741780366685
evaluation,4,154,0.9999,27,27,13.962778573199607,13.962778573199607,4,0,1,1,0.39423585031181574,0.14285714285714285,0.2513787074546729,0.8187074014240223,0.6738989651091901,0.8187074014240223
evaluation,4,155,0.999,27,27,31.283817908097866,31.283817908097866,7,0,1,1,0.45083287614397705,0.25,0.20083287614397705,0.40866749887710846,0.3521590579053484,0.40866749887710846
evaluation,4,156,0.99,27,27,11.623017787130365,11.623017787130365,7,0,1,1,0.4451737601775676,0.25,0.1951737601775676,0.3952153788101441,0.30956362222054934,0.3952153788101441
evaluation,4,163,0.9,27,27,0.0,0.0,7,1,1,1,0.5362010076642036,0.25,0.28620100766420364,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,4,167,0.9999,27,27,6.155835632322969,6.155835632322969,4,0,1,1,0.39437819458544254,0.14285714285714285,0.2515210517282997,0.8444575855102275,0.6862783028650256,0.8444575855102275
evaluation,4,170,0.999,27,27,0.36729259856733165,0.36729259856733165,7,0,1,1,0.44998806063085794,0.25,0.19998806063085794,0.49916423205960186,0.3988167001038875,0.49916423205960186
evaluation,4,178,0.9,27,27,0.0,0.0,7,1,1,1,0.5355142212938517,0.25,0.28551422129385173,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,4,179,0.99,27,27,0.0,0.0,7,1,1,1,0.4806851642206311,0.25,0.23068516422063112,0.6495012426957407,0.533137349379835,0.6495012426957407
evaluation,4,186,0.9,27,27,30.678165636948613,30.678165636948613,7,0,1,1,0.4404971175827086,0.25,0.1904971175827086,0.33338464301320825,0.28663298353754574,0.33338464301320825
evaluation,4,187,0.9999,27,27,87.55600455625566,87.55600455625566,7,0,1,1,0.4477244720328599,0.25,0.19772447203285992,0.5751471221303953,0.45746565011979523,0.5751471221303953
evaluation,4,195,0.99,27,27,0.0,0.0,7,1,1,1,0.4901148939970881,0.25,0.24011489399708807,0.49910215562211296,0.4070188366233149,0.49910215562211296
evaluation,4,197,0.999,27,27,23.30176389733851,23.30176389733851,7,0,1,1,0.4513873918913305,0.25,0.20138739189133048,0.3919871928004918,0.3351191034905735,0.3919871928004918
evaluation,4,199,0.9,27,27,20.282353410893492,20.282353410893492,7,0,1,1,0.4390314482152462,0.25,0.1890314482152462,0.31750918382210314,0.2522370255130402,0.31750918382210314
evaluation,4,200,0.9999,27,27,0.0,0.0,4,1,1,1,0.43003639951348305,0.14285714285714285,0.2871792566563402,0.8811207448187768,0.7292880456994919,0.8811207448187768
evaluation,5,1,0.99,27,27,0.0,0.0,7,1,1,1,0.5379540000576526,0.25,0.2879540000576526,0.6071666848527937,0.45861277366007314,0.6071666848527937
evaluation,5,3,0.9999,27,27,7.10101253211684,7.10101253211684,7,0,1,1,0.44425539462827146,0.25,0.19425539462827146,0.5773159077179462,0.43046588450271267,0.5773159077179462
evaluation,5,4,0.9,27,27,0.0,0.0,7,1,1,1,0.4791177907027304,0.25,0.22911779070273042,0.5974185958757993,0.48154341234307674,0.5974185958757993
evaluation,5,5,0.999,27,27,0.0,0.0,7,1,1,1,0.5424732209648937,0.25,0.2924732209648937,0.6071666848527937,0.45861277366007314,0.6071666848527937
evaluation,5,15,0.999,27,27,60.3012651727027,60.3012651727027,7,0,1,1,0.4478258278686553,0.25,0.19782582786865532,0.3088751621567652,0.26943500452529295,0.3088751621567652
evaluation,5,17,0.99,27,27,0.0,0.0,7,1,1,1,0.5404516654089093,0.25,0.2904516654089093,0.6815306779058652,0.5560679880628386,0.6815306779058652
evaluation,5,18,0.9,27,27,0.0,0.0,7,1,1,1,0.5348314521834254,0.25,0.2848314521834254,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,5,24,0.9,27,27,0.0,0.0,7,1,1,1,0.48256827937439084,0.25,0.23256827937439084,0.64337387248163,0.5102067106968313,0.64337387248163
evaluation,5,25,0.9999,27,27,61.82662188944095,61.82662188944095,1,0,1,1,0.1602489948272705,0.03571428571428571,0.1245347091129848,0.7454844006568144,0.5396825396825397,0.7454844006568144
evaluation,5,33,0.99,27,27,0.0,0.0,7,1,1,1,0.5428611310198903,0.25,0.2928611310198903,0.6844973606230588,0.5695159811905413,0.6844973606230588
evaluation,5,42,0.99,27,27,0.0,0.0,7,1,1,1,0.4843281586654484,0.25,0.23432815866544843,0.5925998305149996,0.47221174319818743,0.5925998305149996
evaluation,5,46,0.9999,27,27,4.391483661282944,4.391483661282944,1,0,1,1,0.1617799550294876,0.03571428571428571,0.1260656693152019,0.705528188286809,0.5238095238095238,0.705528188286809
evaluation,5,47,0.9,27,27,16.698359888355796,16.698359888355796,7,0,1,1,0.44430243503302336,0.25,0.19430243503302336,0.2849227149561504,0.23503904650078747,0.2849227149561504
evaluation,5,48,0.999,27,27,40.950606811143466,40.950606811143466,7,0,1,1,0.4448074488900602,0.25,0.1948074488900602,0.6148113531394274,0.4900267387759976,0.6148113531394274
evaluation,5,55,0.99,27,27,14.53369776996108,14.53369776996108,7,0,1,1,0.439497274113819,0.25,0.189497274113819,0.32141374134122386,0.26533550535676603,0.32141374134122386
evaluation,5,60,0.999,27,27,0.0,0.0,7,1,1,1,0.4840668002143502,0.25,0.23406680021435022,0.5844998405933665,0.44500104384156347,0.5844998405933665
evaluation,5,64,0.99,27,27,0.0,0.0,7,1,1,1,0.5450346430297941,0.25,0.2950346430297941,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,5,68,0.99,27,27,0.0,0.0,7,1,1,1,0.5423198014032096,0.25,0.29231980140320957,0.6884935986037184,0.5732659670750915,0.6884935986037184
evaluation,5,73,0.9999,27,27,0.0,0.0,2,1,1,1,0.3649497479200363,0.07142857142857142,0.2935211764914649,0.7231421991902065,0.5218547623832211,0.7231421991902065
evaluation,5,74,0.9,27,27,0.0,0.0,7,1,1,1,0.5311409644782543,0.25,0.2811409644782543,0.6806951274221228,0.5503353283920878,0.6806951274221228
evaluation,5,75,0.999,27,27,0.0,0.0,6,1,1,1,0.5334638506174088,0.21428571428571427,0.31917813633169445,0.6836219996313071,0.55953305188716,0.6836219996313071
evaluation,5,87,0.9999,27,27,63.43961032441413,63.43961032441413,1,0,1,1,0.16073115170001984,0.03571428571428571,0.12501686598573414,0.7454844006568144,0.5396825396825397,0.7454844006568144
evaluation,5,93,0.999,27,27,1.0419676623510838,1.0419676623510838,4,0,1,1,0.4203095845878124,0.14285714285714285,0.2774524417306696,0.7043998684716926,0.5153763130464978,0.7043998684716926
evaluation,5,96,0.9,27,27,22.938300619606945,22.938300619606945,7,0,1,1,0.44009774015285075,0.25,0.19009774015285075,0.32670023914326923,0.28090032386679475,0.32670023914326923
evaluation,5,98,0.9999,27,27,53.21324041036446,53.21324041036446,5,0,0,1,0.21903311391361058,0.17857142857142858,0.040461685342182,0.4753141152744102,0.33409865940403616,0.4753141152744102
evaluation,5,103,0.99,27,27,5.145364877660967,5.145364877660967,7,0,1,1,0.4442877755500376,0.25,0.19428777555003762,0.5080955146302101,0.3849924951912046,0.5080955146302101
evaluation,5,106,0.9,27,27,0.0,0.0,7,1,1,1,0.539318566210568,0.25,0.28931856621056795,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,5,110,0.9999,27,27,37.874097268584705,37.874097268584705,2,0,1,1,0.32543180882930756,0.07142857142857142,0.25400323740073616,0.7458601411026922,0.5854309770898064,0.7458601411026922
evaluation,5,119,0.9999,27,27,22.088046905344065,22.088046905344065,1,0,1,1,0.15718945860862732,0.03571428571428571,0.12147517289434161,0.578544061302682,0.4497354497354497,0.578544061302682
evaluation,5,122,0.99,27,27,56.15151798639872,56.15151798639872,7,0,1,1,0.44666016288101673,0.25,0.19666016288101673,0.348424551720571,0.2980983028790475,0.348424551720571
evaluation,5,124,0.9,27,27,57.99408601298856,57.99408601298856,7,0,1,1,0.4459293147083372,0.25,0.1959293147083372,0.348424551720571,0.2980983028790475,0.348424551720571
evaluation,5,125,0.999,27,27,34.91629001135473,34.91629001135473,5,0,1,1,0.4251443105749786,0.17857142857142858,0.24657288200355001,0.680211720129646,0.5484584409619375,0.680211720129646
evaluation,5,135,0.999,27,27,39.143060946423,39.143060946423,5,0,1,1,0.4280193436425179,0.17857142857142858,0.24944791507108935,0.6573377097109425,0.5074378661579161,0.6573377097109425
evaluation,5,142,0.99,27,27,97.53356584016916,97.53356584016916,7,0,0,1,0.2496460524853319,0.25,-0.00035394751466810703,0.2255986306104417,0.15478181111027467,0.2255986306104417
evaluation,5,145,0.9,27,27,42.22648539086748,42.22648539086748,7,0,1,1,0.44641222176142037,0.25,0.19641222176142037,0.35761560704173717,0.30383096254979847,0.35761560704173717
evaluation,5,146,0.999,27,27,38.30520369510767,38.30520369510767,5,0,1,1,0.4271058377344161,0.17857142857142858,0.24853440916298755,0.6617291098593248,0.5235470047661039,0.6617291098593248
evaluation,5,154,0.9999,27,27,66.24257854334557,66.24257854334557,1,0,1,1,0.17986929416656494,0.03571428571428571,0.14415500845227924,0.7427476737821566,0.5873015873015872,0.7427476737821566
evaluation,5,155,0.999,27,27,0.0,0.0,6,1,1,1,0.48995416425168514,0.21428571428571427,0.27566844996597084,0.6585050769247167,0.5174025342383439,0.6585050769247167
evaluation,5,156,0.99,26,26,0.0,0.0,7,1,1,1,0.49880433245562017,0.25,0.24880433245562017,0.5887640790870873,0.46018060362934043,0.5887640790870873
evaluation,5,163,0.9,27,27,0.0,0.0,7,1,1,1,0.5360590724740177,0.25,0.28605907247401774,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,5,167,0.9999,27,27,6.40582871161414,6.40582871161414,1,0,1,1,0.15950073301792145,0.03571428571428571,0.12378644730363574,0.7383689107827038,0.5767195767195767,0.7383689107827038
evaluation,5,170,0.999,27,27,43.860191744167054,43.860191744167054,7,0,1,1,0.4487583162263036,0.25,0.19875831622630358,0.6012899185326804,0.4681261024061206,0.6012899185326804
evaluation,5,178,0.9,27,27,21.497030273796398,21.497030273796398,7,0,1,1,0.44125247304327786,0.25,0.19125247304327786,0.3361698112923495,0.28663298353754574,0.3361698112923495
evaluation,5,179,0.99,27,27,15.38426529241691,15.38426529241691,7,0,1,1,0.4451841914560646,0.25,0.19518419145606458,0.4743399699524128,0.37488714476439716,0.4743399699524128
evaluation,5,186,0.9,27,27,20.0805832641992,20.0805832641992,7,0,1,1,0.44147362490184605,0.25,0.19147362490184605,0.3186232511337596,0.28090032386679475,0.3186232511337596
evaluation,5,187,0.9999,27,27,70.17704676266567,70.17704676266567,5,0,1,1,0.42805465473793447,0.17857142857142858,0.2494832261665059,0.6706042099583234,0.5108191361900398,0.6706042099583234
evaluation,5,195,0.99,27,27,0.0,0.0,7,1,1,1,0.4909853402059525,0.25,0.24098534020595253,0.500003681508014,0.40004572212394196,0.500003681508014
evaluation,5,197,0.999,27,27,0.0,0.0,6,1,1,1,0.47936033527366817,0.21428571428571427,0.26507462098795387,0.6369961171256682,0.5009770569609362,0.6369961171256682
evaluation,5,199,0.9,27,27,0.0,0.0,7,1,1,1,0.5328043100889772,0.25,0.2828043100889772,0.6884935986037184,0.5732659670750915,0.6884935986037184
evaluation,5,200,0.9999,27,27,2.3652238766658176,2.3652238766658176,1,0,1,1,0.1624201536178589,0.03571428571428571,0.1267058679035732,0.7361795292829775,0.544973544973545,0.7361795292829775
evaluation,6,1,0.99,27,27,0.0,0.0,7,1,1,1,0.5379540000576526,0.25,0.2879540000576526,0.6071666848527937,0.45861277366007314,0.6071666848527937
evaluation,6,3,0.9999,27,27,0.0,0.0,7,1,1,1,0.5502560143359005,0.25,0.30025601433590055,0.6909850431530571,0.5714938887484886,0.6909850431530571
evaluation,6,4,0.9,27,27,0.0,0.0,7,1,1,1,0.47971548163332045,0.25,0.22971548163332045,0.6570211970494222,0.5388700090505859,0.6570211970494222
evaluation,6,5,0.999,27,27,0.0,0.0,7,1,1,1,0.5460036280564964,0.25,0.2960036280564964,0.6071666848527937,0.45861277366007314,0.6071666848527937
evaluation,6,15,0.999,27,27,81.01609377496504,81.01609377496504,7,0,1,1,0.4467567258980125,0.25,0.19675672589801252,0.3155595660267042,0.2751676641960439,0.3155595660267042
evaluation,6,17,0.99,27,27,0.0,0.0,7,1,1,1,0.5410772538743913,0.25,0.2910772538743913,0.6815306779058652,0.5560679880628386,0.6815306779058652
evaluation,6,18,0.9,27,27,0.0,0.0,7,1,1,1,0.5348314521834254,0.25,0.2848314521834254,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,6,24,0.9,27,27,32.75000063956477,32.75000063956477,7,0,1,1,0.4447510140016675,0.25,0.1947510140016675,0.2996841068355991,0.2465043658422893,0.2996841068355991
evaluation,6,25,0.9999,27,27,30.376742857524157,30.376742857524157,5,0,1,1,0.4348333338275552,0.17857142857142858,0.2562619052561266,0.7890739667168084,0.6074119134373281,0.7890739667168084
evaluation,6,33,0.99,27,27,0.0,0.0,7,1,1,1,0.5400987300090492,0.25,0.2900987300090492,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,6,42,0.99,27,27,10.864730971384269,10.864730971384269,7,0,1,1,0.4445390314795077,0.25,0.19453903147950768,0.3645785277395903,0.28090032386679475,0.3645785277395903
evaluation,6,46,0.9999,27,27,17.46467293965828,17.46467293965828,5,0,1,1,0.4348061503842473,0.17857142857142858,0.2562347218128187,0.7843059170217468,0.5845029189797398,0.7843059170217468
evaluation,6,47,0.9,27,27,0.0,0.0,7,1,1,1,0.4824586622416973,0.25,0.2324586622416973,0.6378035359233475,0.5044740510260805,0.6378035359233475
evaluation,6,48,0.999,27,27,28.336191501908907,28.336191501908907,7,0,1,1,0.4437240504194051,0.25,0.1937240504194051,0.348963490599043,0.288160064957348,0.348963490599043
evaluation,6,55,0.99,27,27,33.09086001841592,33.09086001841592,7,0,1,1,0.4438117470126599,0.25,0.1938117470126599,0.32670023914326923,0.28090032386679475,0.32670023914326923
evaluation,6,60,0.999,27,27,0.0,0.0,7,1,1,1,0.4872843394987285,0.25,0.2372843394987285,0.5974185958757993,0.48154341234307674,0.5974185958757993
evaluation,6,64,0.99,27,27,0.0,0.0,7,1,1,1,0.5450346430297941,0.25,0.2950346430297941,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,6,68,0.99,27,27,23.749823653495326,23.749823653495326,7,0,1,1,0.44097451982088387,0.25,0.19097451982088387,0.27155390721627237,0.21784106748853474,0.27155390721627237
evaluation,6,73,0.9999,27,27,0.0,0.0,7,1,1,1,0.48662168020382524,0.25,0.23662168020382524,0.6946910536329856,0.5523060897787772,0.6946910536329856
evaluation,6,74,0.9,27,27,0.0,0.0,7,1,1,1,0.5311409644782543,0.25,0.2811409644782543,0.6806951274221228,0.5503353283920878,0.6806951274221228
evaluation,6,75,0.999,27,27,0.0,0.0,7,1,1,1,0.5453891505021602,0.25,0.2953891505021602,0.6906238626302628,0.5809635386014065,0.6906238626302628
evaluation,6,87,0.9999,27,27,20.747409837637825,20.747409837637825,6,0,1,1,0.43743557785637677,0.21428571428571427,0.2231498635706625,0.6888784472546604,0.5436790300955691,0.6888784472546604
evaluation,6,93,0.999,27,27,17.23354043957798,17.23354043957798,7,0,1,1,0.4455398181453347,0.25,0.19553981814533472,0.4618719216767945,0.3804824752832688,0.4618719216767945
evaluation,6,96,0.9,27,27,23.371647854329503,23.371647854329503,7,0,1,1,0.4414284722879529,0.25,0.1914284722879529,0.33338464301320825,0.28663298353754574,0.33338464301320825
evaluation,6,98,0.9999,27,27,95.85121944314643,95.85121944314643,7,0,0,1,0.2429885887540877,0.25,-0.0070114112459123135,0.20777355362393768,0.14331649176877287,0.20777355362393768
evaluation,6,103,0.99,27,27,28.336105936483836,28.336105936483836,7,0,1,1,0.4475383304525167,0.25,0.19753833045251667,0.34090459736688966,0.2923656432082966,0.34090459736688966
evaluation,6,106,0.9,27,27,59.30652547940749,59.30652547940749,7,0,1,1,0.4456851342692971,0.25,0.19568513426929712,0.34396828247394506,0.2980983028790475,0.34396828247394506
evaluation,6,110,0.9999,27,27,45.805334807680964,45.805334807680964,7,0,1,1,0.4495363056194037,0.25,0.19953630561940372,0.606081399877268,0.47215595667843124,0.606081399877268
evaluation,6,119,0.9999,27,27,30.08008446225365,30.08008446225365,5,0,1,1,0.4374479614198208,0.17857142857142858,0.2588765328483922,0.8046133480433035,0.6113149794833975,0.8046133480433035
evaluation,6,122,0.99,27,27,58.02835716882282,58.02835716882282,7,0,1,1,0.44755088933743536,0.25,0.19755088933743536,0.35761560704173717,0.30383096254979847,0.35761560704173717
evaluation,6,124,0.9,27,27,62.01235354453113,62.01235354453113,7,0,1,1,0.4465125498827547,0.25,0.19651254988275468,0.35761560704173717,0.30383096254979847,0.35761560704173717
evaluation,6,125,0.999,27,27,43.73004856292158,43.73004856292158,7,0,1,1,0.447799445129931,0.25,0.19779944512993097,0.40250078313828463,0.3327867952819396,0.40250078313828463
evaluation,6,135,0.999,27,27,37.392185561729434,37.392185561729434,7,0,1,1,0.4517339472658932,0.25,0.20173394726589322,0.3899834816585177,0.327098132114727,0.3899834816585177
evaluation,6,142,0.99,27,27,50.28348281573175,50.28348281573175,7,0,0,1,0.24278626288287342,0.25,-0.007213737117126584,0.17936483717669685,0.12038585308576918,0.17936483717669685
evaluation,6,145,0.9,27,27,12.337856684515437,12.337856684515437,7,0,1,1,0.4427665665280074,0.25,0.1927665665280074,0.38101102058652375,0.30383096254979847,0.38101102058652375
evaluation,6,146,0.999,27,27,0.0,0.0,7,1,1,1,0.5495109132025391,0.25,0.2995109132025391,0.6878390889906246,0.5752397598959739,0.6878390889906246
evaluation,6,154,0.9999,27,27,28.64251183548811,28.64251183548811,6,0,1,1,0.4376952932216227,0.21428571428571427,0.22340957893590843,0.6927315428445786,0.5491158203965247,0.6927315428445786
evaluation,6,155,0.999,27,27,33.040283320973444,33.040283320973444,7,0,1,1,0.44762224424630404,0.25,0.19762224424630404,0.3438221306583504,0.29717682214921404,0.3438221306583504
evaluation,6,156,0.99,27,27,20.772998640919013,20.772998640919013,7,0,1,1,0.44539526174776256,0.25,0.19539526174776256,0.3155595660267042,0.2751676641960439,0.3155595660267042
evaluation,6,163,0.9,27,27,0.0,0.0,7,1,1,1,0.5362010076642036,0.25,0.28620100766420364,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,6,167,0.9999,27,27,14.005830999224202,14.005830999224202,5,0,1,1,0.4350798483937979,0.17857142857142858,0.25650841982236927,0.7996737026596816,0.6113149794833975,0.7996737026596816
evaluation,6,170,0.999,27,27,0.0,0.0,7,1,1,1,0.48565173521637917,0.25,0.23565173521637917,0.6495012426957407,0.533137349379835,0.6495012426957407
evaluation,6,178,0.9,27,27,0.0,0.0,7,1,1,1,0.4790220975410193,0.25,0.22902209754101932,0.4954814368592293,0.40128617695256397,0.4954814368592293
evaluation,6,179,0.99,27,27,0.0,0.0,7,1,1,1,0.4833840394858271,0.25,0.2333840394858271,0.6570211970494222,0.5388700090505859,0.6570211970494222
evaluation,6,186,0.9,27,27,2.2458501112493394,2.2458501112493394,7,0,1,1,0.4391806696075946,0.25,0.1891806696075946,0.486011864710149,0.38408819794031124,0.486011864710149
evaluation,6,187,0.9999,27,27,58.713935343599644,58.713935343599644,7,0,1,1,0.45207906258292496,0.25,0.20207906258292496,0.3632799051683481,0.28727748994423846,0.3632799051683481
evaluation,6,195,0.99,27,27,13.319388368955245,13.319388368955245,7,0,1,1,0.4470200031064451,0.25,0.19702000310644507,0.3668066623629033,0.28663298353754574,0.3668066623629033
evaluation,6,197,0.999,27,27,0.0,0.0,7,1,1,1,0.5486609821673483,0.25,0.29866098216734827,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,6,199,0.9,27,27,4.141687389156019,4.141687389156019,7,0,1,1,0.4380471168551594,0.25,0.1880471168551594,0.47375712428192757,0.3611575592573076,0.47375712428192757
evaluation,6,200,0.9999,27,27,9.613184274797867,9.613184274797867,5,0,1,1,0.439395010471344,0.17857142857142858,0.2608235818999154,0.7720630385874244,0.5503955691130835,0.7720630385874244
evaluation,7,1,0.99,27,27,0.0,0.0,7,1,1,1,0.5379540000576526,0.25,0.2879540000576526,0.6071666848527937,0.45861277366007314,0.6071666848527937
evaluation,7,3,0.9999,27,27,39.64797221258439,39.64797221258439,7,0,1,1,0.4447436919435859,0.25,0.19474369194358587,0.29397594933913185,0.23359263863227694,0.29397594933913185
evaluation,7,4,0.9,27,27,0.0,0.0,7,1,1,1,0.47971548163332045,0.25,0.22971548163332045,0.6570211970494222,0.5388700090505859,0.6570211970494222
evaluation,7,5,0.999,27,27,65.68641105151319,65.68641105151319,7,0,0,1,0.2371260600630194,0.25,-0.012873939936980605,0.19496177953988789,0.1261185127565201,0.19496177953988789
evaluation,7,15,0.999,27,27,0.0,0.0,7,1,1,1,0.5497153946198523,0.25,0.2997153946198523,0.6893291490874607,0.5789986267458422,0.6893291490874607
evaluation,7,17,0.99,27,27,0.0,0.0,7,1,1,1,0.5410772538743913,0.25,0.2910772538743913,0.6815306779058652,0.5560679880628386,0.6815306779058652
evaluation,7,18,0.9,27,27,0.0,0.0,7,1,1,1,0.47510270890779793,0.25,0.22510270890779793,0.6495012426957407,0.533137349379835,0.6495012426957407
evaluation,7,24,0.9,27,27,18.6542507014427,18.6542507014427,7,0,1,1,0.44391596340574324,0.25,0.19391596340574324,0.30246927511474037,0.24077170617153837,0.30246927511474037
evaluation,7,25,0.9999,27,27,29.88522979789806,29.88522979789806,4,0,1,1,0.3811802277341485,0.14285714285714285,0.23832308487700565,0.797259662081729,0.6238739300103778,0.797259662081729
evaluation,7,33,0.99,27,27,6.616301867082754,6.616301867082754,7,0,1,1,0.44216974591836333,0.25,0.19216974591836333,0.4745926747656699,0.3668902189280585,0.4745926747656699
